學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
103,0017,國立臺北大學,340301,企業管理學系,D 日,M 碩士,217,0,89,01 新北市,1 一般
103,0017,國立臺北大學,340301,企業管理學系,D 日,B 學士,457,32,100,01 新北市,1 一般
103,0017,國立臺北大學,340301,企業管理學系,N 職,M 碩士,59,0,29,01 新北市,1 一般
103,0017,國立臺北大學,340301,企業管理學系,P 進,B 學士,386,0,30,01 新北市,1 一般
103,0017,國立臺北大學,340307,國際企業(與)(管理)學系,D 日,M 碩士,28,5,14,01 新北市,1 一般
103,0017,國立臺北大學,340501,(計量)(數量)財務金融學系,D 日,M 碩士,8,0,0,01 新北市,1 一般
103,0017,國立臺北大學,340516,國際財務金融學系,N 職,M 碩士,60,0,23,01 新北市,1 一般
103,0017,國立臺北大學,340518,金融與合作經營學系,D 日,M 碩士,22,0,9,01 新北市,1 一般
103,0017,國立臺北大學,340518,金融與合作經營學系,D 日,B 學士,223,11,55,01 新北市,1 一般
103,0017,國立臺北大學,340518,金融與合作經營學系,P 進,B 學士,172,0,49,01 新北市,1 一般
103,0017,國立臺北大學,340701,財政學系,D 日,M 碩士,28,0,18,01 新北市,1 一般
103,0017,國立臺北大學,340701,財政學系,D 日,B 學士,288,12,62,01 新北市,1 一般
103,0017,國立臺北大學,340701,財政學系,P 進,B 學士,142,0,32,01 新北市,1 一般
103,0017,國立臺北大學,349917,不動產與城鄉環境學系,D 日,D 博士,12,0,2,01 新北市,1 一般
103,0017,國立臺北大學,349917,不動產與城鄉環境學系,D 日,M 碩士,48,0,15,01 新北市,1 一般
103,0017,國立臺北大學,349917,不動產與城鄉環境學系,D 日,B 學士,515,22,114,01 新北市,1 一般
103,0017,國立臺北大學,349917,不動產與城鄉環境學系,P 進,B 學士,205,0,26,01 新北市,1 一般
103,0017,國立臺北大學,349989,商業及管理類第二專長學位學程,N 修,X 4+X,6,0,26,01 新北市,1 一般
103,0017,國立臺北大學,380101,法律學系,D 日,D 博士,28,0,1,01 新北市,1 一般
103,0017,國立臺北大學,380101,法律學系,D 日,M 碩士,286,0,61,01 新北市,1 一般
103,0017,國立臺北大學,380101,法律學系,D 日,B 學士,792,34,209,01 新北市,1 一般
103,0017,國立臺北大學,380101,法律學系,P 進,B 學士,227,0,73,01 新北市,1 一般
103,0017,國立臺北大學,460201,統計(科學)(資訊)學系,D 日,M 碩士,38,0,21,01 新北市,1 一般
103,0017,國立臺北大學,460201,統計(科學)(資訊)學系,D 日,B 學士,245,19,55,01 新北市,1 一般
103,0017,國立臺北大學,460201,統計(科學)(資訊)學系,N 職,M 碩士,52,0,11,01 新北市,1 一般
103,0017,國立臺北大學,460201,統計(科學)(資訊)學系,P 進,B 學士,85,0,12,01 新北市,1 一般
103,0017,國立臺北大學,480109,資訊管理(技術)學系,D 日,M 碩士,28,6,12,01 新北市,1 一般
103,0017,國立臺北大學,520101,電機(與控制)工程學系,D 日,M 碩士,35,0,16,01 新北市,1 一般
103,0017,國立臺北大學,520101,電機(與控制)工程學系,D 日,B 學士,105,8,0,01 新北市,1 一般
103,0017,國立臺北大學,520114,資訊工程學系,D 日,M 碩士,66,0,25,01 新北市,1 一般
103,0017,國立臺北大學,520114,資訊工程學系,D 日,B 學士,196,13,46,01 新北市,1 一般
103,0017,國立臺北大學,520126,(光電與)通訊(工程)學系,D 日,M 碩士,21,0,15,01 新北市,1 一般
103,0017,國立臺北大學,520126,(光電與)通訊(工程)學系,D 日,B 學士,115,7,0,01 新北市,1 一般
103,0017,國立臺北大學,520188,電資類產業研發專班,D 日,M 碩士,6,0,13,01 新北市,1 一般
103,0017,國立臺北大學,520196,電機(資訊)學院,D 日,D 博士,1,0,0,01 新北市,1 一般
103,0017,國立臺北大學,580301,都市計劃(與景觀建築)學系,D 日,D 博士,14,0,1,01 新北市,1 一般
103,0017,國立臺北大學,580301,都市計劃(與景觀建築)學系,D 日,M 碩士,50,6,22,01 新北市,1 一般
103,0017,國立臺北大學,589908,城市治理英語學位學程,D 日,M 碩士,10,0,2,01 新北市,1 一般
103,0017,國立臺北大學,760301,(社會政策與)社會工作學系,D 日,M 碩士,56,0,19,01 新北市,1 一般
103,0017,國立臺北大學,760301,(社會政策與)社會工作學系,D 日,B 學士,195,13,49,01 新北市,1 一般
103,0017,國立臺北大學,760301,(社會政策與)社會工作學系,P 進,B 學士,171,0,25,01 新北市,1 一般
103,0017,國立臺北大學,810504,休閒(與)運動(與)(健康)管理學系,D 日,B 學士,209,9,36,01 新北市,1 一般
103,0017,國立臺北大學,850104,自然資源與環境(管理)學系,D 日,D 博士,16,0,0,01 新北市,1 一般
103,0017,國立臺北大學,850104,自然資源與環境(管理)學系,D 日,M 碩士,19,5,10,01 新北市,1 一般
103,0017,國立臺北大學,850104,自然資源與環境(管理)學系,N 職,M 碩士,29,0,12,01 新北市,1 一般
103,0017,國立臺北大學,999901,通識及共同科目,D 日,,0,16,0,01 新北市,1 一般
103,0017,國立臺北大學,999903,軍訓教官,D 日,,0,6,0,01 新北市,1 一般
103,0017,國立臺北大學,999905,師資培育中心,D 日,,0,6,0,01 新北市,1 一般
103,0018,國立嘉義大學,140101,教育學系,D 日,D 博士,71,0,8,20 嘉義市,1 一般
103,0018,國立嘉義大學,140101,教育學系,D 日,M 碩士,84,0,9,20 嘉義市,1 一般
103,0018,國立嘉義大學,140101,教育學系,D 日,B 學士,172,15,45,20 嘉義市,1 一般
103,0018,國立嘉義大學,140101,教育學系,N 職,M 碩士,112,0,24,20 嘉義市,1 一般
103,0018,國立嘉義大學,140119,家庭教育與諮商研究所,D 日,M 碩士,4,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,140119,家庭教育與諮商研究所,N 職,M 碩士,1,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,140123,教學專業國際學位學程,D 日,M 碩士,3,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,140209,數理教育研究所,D 日,M 碩士,71,7,20,20 嘉義市,1 一般
103,0018,國立嘉義大學,140401,幼兒教育學系,D 日,M 碩士,50,0,12,20 嘉義市,1 一般
103,0018,國立嘉義大學,140401,幼兒教育學系,D 日,B 學士,212,11,54,20 嘉義市,1 一般
103,0018,國立嘉義大學,140401,幼兒教育學系,N 職,M 碩士,73,0,26,20 嘉義市,1 一般
103,0018,國立嘉義大學,140601,特殊教育學系,D 日,M 碩士,50,0,19,20 嘉義市,1 一般
103,0018,國立嘉義大學,140601,特殊教育學系,D 日,B 學士,165,9,36,20 嘉義市,1 一般
103,0018,國立嘉義大學,140702,教育行政(與政策發展)研究所,D 日,M 碩士,45,7,11,20 嘉義市,1 一般
103,0018,國立嘉義大學,140702,教育行政(與政策發展)研究所,N 職,M 碩士,40,0,16,20 嘉義市,1 一般
103,0018,國立嘉義大學,140806,數位學習(設計與管理)學系,D 日,M 碩士,27,0,12,20 嘉義市,1 一般
103,0018,國立嘉義大學,140806,數位學習(設計與管理)學系,D 日,B 學士,183,8,52,20 嘉義市,1 一般
103,0018,國立嘉義大學,210401,音樂學系,D 日,M 碩士,27,0,11,20 嘉義市,1 一般
103,0018,國立嘉義大學,210401,音樂學系,D 日,B 學士,195,13,43,20 嘉義市,1 一般
103,0018,國立嘉義大學,210604,視覺藝術學系,D 日,M 碩士,58,0,15,20 嘉義市,1 一般
103,0018,國立嘉義大學,210604,視覺藝術學系,D 日,B 學士,204,11,42,20 嘉義市,1 一般
103,0018,國立嘉義大學,210604,視覺藝術學系,P 進,B 學士,2,0,5,20 嘉義市,1 一般
103,0018,國立嘉義大學,210604,視覺藝術學系,S 暑,M 碩士,3,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,220201,(中)國(語)文學系,D 日,M 碩士,54,0,4,20 嘉義市,1 一般
103,0018,國立嘉義大學,220201,(中)國(語)文學系,D 日,B 學士,213,17,47,20 嘉義市,1 一般
103,0018,國立嘉義大學,220201,(中)國(語)文學系,N 職,M 碩士,43,0,6,20 嘉義市,1 一般
103,0018,國立嘉義大學,220201,(中)國(語)文學系,P 進,B 學士,84,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,220201,(中)國(語)文學系,S 暑,M 碩士,5,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,220706,(應用)外國語言學系,D 日,M 碩士,35,0,9,20 嘉義市,1 一般
103,0018,國立嘉義大學,220706,(應用)外國語言學系,D 日,B 學士,416,19,107,20 嘉義市,1 一般
103,0018,國立嘉義大學,220706,(應用)外國語言學系,P 進,B 學士,87,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,220907,應用歷史學系,D 日,M 碩士,22,0,11,20 嘉義市,1 一般
103,0018,國立嘉義大學,220907,應用歷史學系,D 日,B 學士,206,8,43,20 嘉義市,1 一般
103,0018,國立嘉義大學,220907,應用歷史學系,N 職,M 碩士,32,0,3,20 嘉義市,1 一般
103,0018,國立嘉義大學,310102,應用經濟系,D 日,M 碩士,7,0,7,20 嘉義市,1 一般
103,0018,國立嘉義大學,310102,應用經濟系,D 日,B 學士,201,9,46,20 嘉義市,1 一般
103,0018,國立嘉義大學,310506,輔導與諮商學系,D 日,M 碩士,115,0,32,20 嘉義市,1 一般
103,0018,國立嘉義大學,310506,輔導與諮商學系,D 日,B 學士,218,12,51,20 嘉義市,1 一般
103,0018,國立嘉義大學,310506,輔導與諮商學系,N 職,M 碩士,126,0,39,20 嘉義市,1 一般
103,0018,國立嘉義大學,310506,輔導與諮商學系,P 進,B 學士,0,0,5,20 嘉義市,1 一般
103,0018,國立嘉義大學,310806,公共政策研究所,D 日,M 碩士,12,2,4,20 嘉義市,1 一般
103,0018,國立嘉義大學,340301,企業管理學系,D 日,D 博士,32,0,8,20 嘉義市,1 一般
103,0018,國立嘉義大學,340301,企業管理學系,D 日,M 碩士,48,0,22,20 嘉義市,1 一般
103,0018,國立嘉義大學,340301,企業管理學系,D 日,B 學士,209,14,53,20 嘉義市,1 一般
103,0018,國立嘉義大學,340301,企業管理學系,P 進,B 學士,207,0,32,20 嘉義市,1 一般
103,0018,國立嘉義大學,340501,(計量)(數量)財務金融學系,D 日,B 學士,193,7,53,20 嘉義市,1 一般
103,0018,國立嘉義大學,340501,(計量)(數量)財務金融學系,P 進,B 學士,178,0,26,20 嘉義市,1 一般
103,0018,國立嘉義大學,340816,行銷與運籌學系,D 日,M 碩士,41,0,26,20 嘉義市,1 一般
103,0018,國立嘉義大學,340816,行銷與運籌學系,D 日,B 學士,142,6,42,20 嘉義市,1 一般
103,0018,國立嘉義大學,349923,生物事業管理學系,D 日,M 碩士,23,0,10,20 嘉義市,1 一般
103,0018,國立嘉義大學,349923,生物事業管理學系,D 日,B 學士,205,9,45,20 嘉義市,1 一般
103,0018,國立嘉義大學,349923,生物事業管理學系,P 進,B 學士,193,0,57,20 嘉義市,1 一般
103,0018,國立嘉義大學,349999,管理學院(不分系),D 日,M 碩士,15,0,5,20 嘉義市,1 一般
103,0018,國立嘉義大學,349999,管理學院(不分系),D 日,B 學士,44,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,349999,管理學院(不分系),N 職,M 碩士,330,0,108,20 嘉義市,1 一般
103,0018,國立嘉義大學,420102,水生生物科學系,D 日,M 碩士,25,0,10,20 嘉義市,1 一般
103,0018,國立嘉義大學,420102,水生生物科學系,D 日,B 學士,199,9,37,20 嘉義市,1 一般
103,0018,國立嘉義大學,420307,生物資源(與科技)(技術)學系,D 日,M 碩士,27,0,4,20 嘉義市,1 一般
103,0018,國立嘉義大學,420307,生物資源(與科技)(技術)學系,D 日,B 學士,177,8,47,20 嘉義市,1 一般
103,0018,國立嘉義大學,420307,生物資源(與科技)(技術)學系,P 進,B 學士,5,0,7,20 嘉義市,1 一般
103,0018,國立嘉義大學,420310,生化科技學系,D 日,M 碩士,40,0,10,20 嘉義市,1 一般
103,0018,國立嘉義大學,420310,生化科技學系,D 日,B 學士,196,11,51,20 嘉義市,1 一般
103,0018,國立嘉義大學,429905,微生物免疫與生物藥學系,D 日,M 碩士,25,0,18,20 嘉義市,1 一般
103,0018,國立嘉義大學,429905,微生物免疫與生物藥學系,D 日,B 學士,189,12,47,20 嘉義市,1 一般
103,0018,國立嘉義大學,440102,應用化學系,D 日,D 博士,5,0,1,20 嘉義市,1 一般
103,0018,國立嘉義大學,440102,應用化學系,D 日,M 碩士,54,0,18,20 嘉義市,1 一般
103,0018,國立嘉義大學,440102,應用化學系,D 日,B 學士,195,17,37,20 嘉義市,1 一般
103,0018,國立嘉義大學,440303,電子物理學系,D 日,M 碩士,38,0,17,20 嘉義市,1 一般
103,0018,國立嘉義大學,440303,電子物理學系,D 日,B 學士,182,14,52,20 嘉義市,1 一般
103,0018,國立嘉義大學,460102,應用數學系,D 日,M 碩士,25,0,6,20 嘉義市,1 一般
103,0018,國立嘉義大學,460102,應用數學系,D 日,B 學士,184,12,42,20 嘉義市,1 一般
103,0018,國立嘉義大學,480109,資訊管理(技術)學系,D 日,M 碩士,37,0,17,20 嘉義市,1 一般
103,0018,國立嘉義大學,480109,資訊管理(技術)學系,D 日,B 學士,209,11,49,20 嘉義市,1 一般
103,0018,國立嘉義大學,520101,電機(與控制)工程學系,D 日,M 碩士,29,0,2,20 嘉義市,1 一般
103,0018,國立嘉義大學,520101,電機(與控制)工程學系,D 日,B 學士,191,9,46,20 嘉義市,1 一般
103,0018,國立嘉義大學,520114,資訊工程學系,D 日,D 博士,8,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,520114,資訊工程學系,D 日,M 碩士,66,0,24,20 嘉義市,1 一般
103,0018,國立嘉義大學,520114,資訊工程學系,D 日,B 學士,204,15,42,20 嘉義市,1 一般
103,0018,國立嘉義大學,520114,資訊工程學系,P 進,B 學士,72,0,22,20 嘉義市,1 一般
103,0018,國立嘉義大學,520239,生物(產業)機電工程學系,D 日,M 碩士,36,0,13,20 嘉義市,1 一般
103,0018,國立嘉義大學,520239,生物(產業)機電工程學系,D 日,B 學士,185,13,45,20 嘉義市,1 一般
103,0018,國立嘉義大學,520239,生物(產業)機電工程學系,P 進,B 學士,181,0,22,20 嘉義市,1 一般
103,0018,國立嘉義大學,520255,機械與能源工程學系,D 日,B 學士,173,5,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,520303,土木與水資源工程學系,D 日,M 碩士,26,0,10,20 嘉義市,1 一般
103,0018,國立嘉義大學,520303,土木與水資源工程學系,D 日,B 學士,293,13,86,20 嘉義市,1 一般
103,0018,國立嘉義大學,520303,土木與水資源工程學系,N 職,M 碩士,58,0,17,20 嘉義市,1 一般
103,0018,國立嘉義大學,520303,土木與水資源工程學系,P 進,B 學士,156,0,28,20 嘉義市,1 一般
103,0018,國立嘉義大學,580203,景觀學系,D 日,B 學士,188,9,33,20 嘉義市,1 一般
103,0018,國立嘉義大學,620102,農藝學系,D 日,M 碩士,35,0,10,20 嘉義市,1 一般
103,0018,國立嘉義大學,620102,農藝學系,D 日,B 學士,200,11,51,20 嘉義市,1 一般
103,0018,國立嘉義大學,620102,農藝學系,N 職,M 碩士,49,0,8,20 嘉義市,1 一般
103,0018,國立嘉義大學,620102,農藝學系,P 進,B 學士,0,0,2,20 嘉義市,1 一般
103,0018,國立嘉義大學,620110,農業科學學位學程,D 日,D 博士,39,0,1,20 嘉義市,1 一般
103,0018,國立嘉義大學,620203,動物科學(技術)學系,D 日,M 碩士,35,0,7,20 嘉義市,1 一般
103,0018,國立嘉義大學,620203,動物科學(技術)學系,D 日,B 學士,183,13,52,20 嘉義市,1 一般
103,0018,國立嘉義大學,620203,動物科學(技術)學系,P 進,B 學士,169,0,27,20 嘉義市,1 一般
103,0018,國立嘉義大學,620301,園藝學系,D 日,M 碩士,37,0,6,20 嘉義市,1 一般
103,0018,國立嘉義大學,620301,園藝學系,D 日,B 學士,201,10,46,20 嘉義市,1 一般
103,0018,國立嘉義大學,620301,園藝學系,P 進,B 學士,197,0,40,20 嘉義市,1 一般
103,0018,國立嘉義大學,620404,植物醫學系,D 日,B 學士,124,4,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,620601,食品科學系,D 日,D 博士,22,0,2,20 嘉義市,1 一般
103,0018,國立嘉義大學,620601,食品科學系,D 日,M 碩士,58,0,22,20 嘉義市,1 一般
103,0018,國立嘉義大學,620601,食品科學系,D 日,B 學士,204,15,56,20 嘉義市,1 一般
103,0018,國立嘉義大學,620601,食品科學系,N 職,M 碩士,49,0,10,20 嘉義市,1 一般
103,0018,國立嘉義大學,620601,食品科學系,P 進,B 學士,186,0,27,20 嘉義市,1 一般
103,0018,國立嘉義大學,620901,生物農業科技學系,D 日,M 碩士,38,0,19,20 嘉義市,1 一般
103,0018,國立嘉義大學,620901,生物農業科技學系,D 日,B 學士,186,11,45,20 嘉義市,1 一般
103,0018,國立嘉義大學,620904,農業科技全英學位學程,D 日,M 碩士,1,0,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,621001,森林(暨)(自然保育)(自然資源)學系,D 日,M 碩士,37,0,11,20 嘉義市,1 一般
103,0018,國立嘉義大學,621001,森林(暨)(自然保育)(自然資源)學系,D 日,B 學士,196,11,48,20 嘉義市,1 一般
103,0018,國立嘉義大學,621001,森林(暨)(自然保育)(自然資源)學系,N 職,M 碩士,18,0,4,20 嘉義市,1 一般
103,0018,國立嘉義大學,621001,森林(暨)(自然保育)(自然資源)學系,P 進,B 學士,15,0,9,20 嘉義市,1 一般
103,0018,國立嘉義大學,621014,木質材料與設計學系,D 日,M 碩士,18,0,8,20 嘉義市,1 一般
103,0018,國立嘉義大學,621014,木質材料與設計學系,D 日,B 學士,174,12,47,20 嘉義市,1 一般
103,0018,國立嘉義大學,621014,木質材料與設計學系,P 進,B 學士,191,0,42,20 嘉義市,1 一般
103,0018,國立嘉義大學,640101,獸醫學系,D 日,M 碩士,23,0,13,20 嘉義市,1 一般
103,0018,國立嘉義大學,640101,獸醫學系,D 日,B 學士,250,15,51,20 嘉義市,1 一般
103,0018,國立嘉義大學,640101,獸醫學系,N 職,M 碩士,27,0,5,20 嘉義市,1 一般
103,0018,國立嘉義大學,810201,觀光(與)(休閒)(管理)(遊憩)學系,D 日,D 博士,17,0,1,20 嘉義市,1 一般
103,0018,國立嘉義大學,810201,觀光(與)(休閒)(管理)(遊憩)學系,D 日,M 碩士,35,6,22,20 嘉義市,1 一般
103,0018,國立嘉義大學,810515,體育(與)健康(與)(休閒)學系,D 日,M 碩士,40,0,13,20 嘉義市,1 一般
103,0018,國立嘉義大學,810515,體育(與)健康(與)(休閒)學系,D 日,B 學士,203,19,42,20 嘉義市,1 一般
103,0018,國立嘉義大學,810515,體育(與)健康(與)(休閒)學系,N 職,M 碩士,47,0,17,20 嘉義市,1 一般
103,0018,國立嘉義大學,810515,體育(與)健康(與)(休閒)學系,P 進,B 學士,188,0,74,20 嘉義市,1 一般
103,0018,國立嘉義大學,999901,通識及共同科目,D 日,,0,12,0,20 嘉義市,1 一般
103,0018,國立嘉義大學,999905,師資培育中心,D 日,,0,5,0,20 嘉義市,1 一般
103,0019,國立高雄大學,220306,西洋語文學系,D 日,M 碩士,1,0,0,50 高雄市,1 一般
103,0019,國立高雄大學,220306,西洋語文學系,D 日,B 學士,212,10,46,50 高雄市,1 一般
103,0019,國立高雄大學,220335,東亞語文學系,D 日,B 學士,201,9,42,50 高雄市,1 一般
103,0019,國立高雄大學,239903,創意設計與建築學系,D 日,M 碩士,33,0,13,50 高雄市,1 一般
103,0019,國立高雄大學,239903,創意設計與建築學系,D 日,B 學士,220,12,41,50 高雄市,1 一般
103,0019,國立高雄大學,239903,創意設計與建築學系,N 職,M 碩士,51,0,15,50 高雄市,1 一般
103,0019,國立高雄大學,310102,應用經濟系,D 日,M 碩士,21,0,6,50 高雄市,1 一般
103,0019,國立高雄大學,310102,應用經濟系,D 日,B 學士,234,10,54,50 高雄市,1 一般
103,0019,國立高雄大學,340303,經營(與)管理(技術)學系,D 日,M 碩士,27,5,6,50 高雄市,1 一般
103,0019,國立高雄大學,340313,亞太工商管理學系,D 日,M 碩士,31,0,15,50 高雄市,1 一般
103,0019,國立高雄大學,340313,亞太工商管理學系,D 日,B 學士,246,12,57,50 高雄市,1 一般
103,0019,國立高雄大學,340313,亞太工商管理學系,N 職,M 碩士,46,0,21,50 高雄市,1 一般
103,0019,國立高雄大學,340333,國際商業管理學位學程,D 日,M 碩士,14,0,13,50 高雄市,1 一般
103,0019,國立高雄大學,340508,金融管理學系,D 日,M 碩士,27,0,10,50 高雄市,1 一般
103,0019,國立高雄大學,340508,金融管理學系,D 日,B 學士,192,11,50,50 高雄市,1 一般
103,0019,國立高雄大學,349939,高階(主管)(經營)(企業)管理碩士(EMBA),N 職,M 碩士,56,0,25,50 高雄市,1 一般
103,0019,國立高雄大學,349950,國際高階經營管理碩士(IEMBA),N 職,M 碩士,47,0,16,50 高雄市,1 一般
103,0019,國立高雄大學,349952,高階法律暨管理學系,N 職,M 碩士,24,0,3,50 高雄市,1 一般
103,0019,國立高雄大學,349988,商管類產業研發專班,D 日,M 碩士,13,0,19,50 高雄市,1 一般
103,0019,國立高雄大學,380101,法律學系,D 日,M 碩士,46,0,8,50 高雄市,1 一般
103,0019,國立高雄大學,380101,法律學系,D 日,B 學士,214,9,58,50 高雄市,1 一般
103,0019,國立高雄大學,380101,法律學系,N 職,M 碩士,112,0,20,50 高雄市,1 一般
103,0019,國立高雄大學,380101,法律學系,N 修,C 二技,0,0,1,50 高雄市,2 技職
103,0019,國立高雄大學,380201,財經法律學系,D 日,M 碩士,34,0,1,50 高雄市,1 一般
103,0019,國立高雄大學,380201,財經法律學系,D 日,B 學士,188,9,53,50 高雄市,1 一般
103,0019,國立高雄大學,380201,財經法律學系,N 修,C 二技,130,0,33,50 高雄市,2 技職
103,0019,國立高雄大學,389901,政治法律學系,D 日,M 碩士,36,0,6,50 高雄市,1 一般
103,0019,國立高雄大學,389901,政治法律學系,D 日,B 學士,194,9,51,50 高雄市,1 一般
103,0019,國立高雄大學,389901,政治法律學系,N 職,M 碩士,37,0,11,50 高雄市,1 一般
103,0019,國立高雄大學,389901,政治法律學系,N 修,C 二技,47,0,13,50 高雄市,2 技職
103,0019,國立高雄大學,420103,生命科學系,D 日,M 碩士,22,0,12,50 高雄市,1 一般
103,0019,國立高雄大學,420103,生命科學系,D 日,B 學士,194,13,53,50 高雄市,1 一般
103,0019,國立高雄大學,440102,應用化學系,D 日,M 碩士,40,0,12,50 高雄市,1 一般
103,0019,國立高雄大學,440102,應用化學系,D 日,B 學士,176,11,42,50 高雄市,1 一般
103,0019,國立高雄大學,440302,應用物理學系,D 日,M 碩士,14,0,9,50 高雄市,1 一般
103,0019,國立高雄大學,440302,應用物理學系,D 日,B 學士,191,10,43,50 高雄市,1 一般
103,0019,國立高雄大學,460102,應用數學系,D 日,D 博士,7,0,0,50 高雄市,1 一般
103,0019,國立高雄大學,460102,應用數學系,D 日,M 碩士,15,0,6,50 高雄市,1 一般
103,0019,國立高雄大學,460102,應用數學系,D 日,B 學士,183,11,38,50 高雄市,1 一般
103,0019,國立高雄大學,460201,統計(科學)(資訊)學系,D 日,D 博士,1,0,1,50 高雄市,1 一般
103,0019,國立高雄大學,460201,統計(科學)(資訊)學系,D 日,M 碩士,12,5,9,50 高雄市,1 一般
103,0019,國立高雄大學,480109,資訊管理(技術)學系,D 日,M 碩士,36,0,4,50 高雄市,1 一般
103,0019,國立高雄大學,480109,資訊管理(技術)學系,D 日,B 學士,187,11,51,50 高雄市,1 一般
103,0019,國立高雄大學,480109,資訊管理(技術)學系,N 職,M 碩士,18,0,3,50 高雄市,1 一般
103,0019,國立高雄大學,520101,電機(與控制)工程學系,D 日,D 博士,7,0,0,50 高雄市,1 一般
103,0019,國立高雄大學,520101,電機(與控制)工程學系,D 日,M 碩士,60,0,16,50 高雄市,1 一般
103,0019,國立高雄大學,520101,電機(與控制)工程學系,D 日,B 學士,406,20,94,50 高雄市,1 一般
103,0019,國立高雄大學,520101,電機(與控制)工程學系,N 職,M 碩士,24,0,12,50 高雄市,1 一般
103,0019,國立高雄大學,520114,資訊工程學系,D 日,M 碩士,33,0,14,50 高雄市,1 一般
103,0019,國立高雄大學,520114,資訊工程學系,D 日,B 學士,168,11,42,50 高雄市,1 一般
103,0019,國立高雄大學,520114,資訊工程學系,N 職,M 碩士,24,0,4,50 高雄市,1 一般
103,0019,國立高雄大學,520188,電資類產業研發專班,D 日,M 碩士,39,0,27,50 高雄市,1 一般
103,0019,國立高雄大學,520306,土木與環境工程學系,D 日,M 碩士,27,0,14,50 高雄市,1 一般
103,0019,國立高雄大學,520306,土木與環境工程學系,D 日,B 學士,219,13,51,50 高雄市,1 一般
103,0019,國立高雄大學,520403,化(學)工(程)與材料工程學系,D 日,M 碩士,38,0,19,50 高雄市,1 一般
103,0019,國立高雄大學,520403,化(學)工(程)與材料工程學系,D 日,B 學士,172,13,36,50 高雄市,1 一般
103,0019,國立高雄大學,520403,化(學)工(程)與材料工程學系,N 職,M 碩士,16,0,8,50 高雄市,1 一般
103,0019,國立高雄大學,520588,材料類產業研發專班,D 日,M 碩士,7,0,0,50 高雄市,1 一般
103,0019,國立高雄大學,810302,運動競技學系,D 日,B 學士,111,6,0,50 高雄市,1 一般
103,0019,國立高雄大學,810502,運動(健康)(與)休閒(管理)學系,D 日,M 碩士,18,0,7,50 高雄市,1 一般
103,0019,國立高雄大學,810502,運動(健康)(與)休閒(管理)學系,D 日,B 學士,232,10,49,50 高雄市,1 一般
103,0019,國立高雄大學,810502,運動(健康)(與)休閒(管理)學系,N 職,M 碩士,23,0,9,50 高雄市,1 一般
103,0019,國立高雄大學,810502,運動(健康)(與)休閒(管理)學系,N 修,C 二技,0,0,13,50 高雄市,2 技職
103,0019,國立高雄大學,999901,通識及共同科目,D 日,,0,5,0,50 高雄市,1 一般
103,0019,國立高雄大學,999903,軍訓教官,D 日,,0,2,0,50 高雄市,1 一般
103,0020,國立東華大學,140120,課程設計與潛能開發學系,D 日,D 博士,88,0,5,15 花蓮縣,1 一般
103,0020,國立東華大學,140120,課程設計與潛能開發學系,D 日,M 碩士,109,0,28,15 花蓮縣,1 一般
103,0020,國立東華大學,140120,課程設計與潛能開發學系,D 日,B 學士,181,24,39,15 花蓮縣,1 一般
103,0020,國立東華大學,140120,課程設計與潛能開發學系,N 職,M 碩士,48,0,14,15 花蓮縣,1 一般
103,0020,國立東華大學,140329,體育與運動科學系,D 日,M 碩士,25,0,9,15 花蓮縣,1 一般
103,0020,國立東華大學,140329,體育與運動科學系,D 日,B 學士,179,10,35,15 花蓮縣,1 一般
103,0020,國立東華大學,140329,體育與運動科學系,N 職,M 碩士,47,0,0,15 花蓮縣,1 一般
103,0020,國立東華大學,140329,體育與運動科學系,P 進,B 學士,0,0,2,15 花蓮縣,1 一般
103,0020,國立東華大學,140329,體育與運動科學系,S 暑,M 碩士,14,0,8,15 花蓮縣,1 一般
103,0020,國立東華大學,140401,幼兒教育學系,D 日,M 碩士,13,0,12,15 花蓮縣,1 一般
103,0020,國立東華大學,140401,幼兒教育學系,D 日,B 學士,156,9,40,15 花蓮縣,1 一般
103,0020,國立東華大學,140401,幼兒教育學系,N 職,M 碩士,34,0,12,15 花蓮縣,1 一般
103,0020,國立東華大學,140601,特殊教育學系,D 日,M 碩士,26,0,12,15 花蓮縣,1 一般
103,0020,國立東華大學,140601,特殊教育學系,D 日,B 學士,174,11,35,15 花蓮縣,1 一般
103,0020,國立東華大學,140601,特殊教育學系,S 暑,M 碩士,23,0,17,15 花蓮縣,1 一般
103,0020,國立東華大學,140710,教育行政與管理學系,D 日,M 碩士,31,0,7,15 花蓮縣,1 一般
