學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
103,0003,國立臺灣大學,210703,藝術史學系,D 日,D 博士,5,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,210703,藝術史學系,D 日,M 碩士,40,6,9,30 臺北市,1 一般
103,0003,國立臺灣大學,220101,臺灣文學系,D 日,D 博士,13,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,220101,臺灣文學系,D 日,M 碩士,44,6,10,30 臺北市,1 一般
103,0003,國立臺灣大學,220201,(中)國(語)文學系,D 日,D 博士,59,0,13,30 臺北市,1 一般
103,0003,國立臺灣大學,220201,(中)國(語)文學系,D 日,M 碩士,98,0,22,30 臺北市,1 一般
103,0003,國立臺灣大學,220201,(中)國(語)文學系,D 日,B 學士,325,50,77,30 臺北市,1 一般
103,0003,國立臺灣大學,220201,(中)國(語)文學系,P 進,B 學士,2,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,220301,外國語文學系,D 日,D 博士,27,0,3,30 臺北市,1 一般
103,0003,國立臺灣大學,220301,外國語文學系,D 日,M 碩士,59,0,15,30 臺北市,1 一般
103,0003,國立臺灣大學,220301,外國語文學系,D 日,B 學士,571,83,117,30 臺北市,1 一般
103,0003,國立臺灣大學,220301,外國語文學系,P 進,B 學士,2,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,220320,日本語文學系,D 日,M 碩士,49,0,10,30 臺北市,1 一般
103,0003,國立臺灣大學,220320,日本語文學系,D 日,B 學士,249,12,61,30 臺北市,1 一般
103,0003,國立臺灣大學,220501,翻譯學系,D 日,M 碩士,29,3,0,30 臺北市,1 一般
103,0003,國立臺灣大學,220701,語言學研究所,D 日,D 博士,10,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,220701,語言學研究所,D 日,M 碩士,30,7,6,30 臺北市,1 一般
103,0003,國立臺灣大學,220901,(歷)史學系,D 日,D 博士,52,0,7,30 臺北市,1 一般
103,0003,國立臺灣大學,220901,(歷)史學系,D 日,M 碩士,72,0,20,30 臺北市,1 一般
103,0003,國立臺灣大學,220901,(歷)史學系,D 日,B 學士,262,26,51,30 臺北市,1 一般
103,0003,國立臺灣大學,220901,(歷)史學系,P 進,B 學士,1,0,3,30 臺北市,1 一般
103,0003,國立臺灣大學,221001,人類學系,D 日,D 博士,19,0,1,30 臺北市,1 一般
103,0003,國立臺灣大學,221001,人類學系,D 日,M 碩士,32,0,8,30 臺北市,1 一般
103,0003,國立臺灣大學,221001,人類學系,D 日,B 學士,148,13,25,30 臺北市,1 一般
103,0003,國立臺灣大學,221101,哲學系,D 日,D 博士,37,0,3,30 臺北市,1 一般
103,0003,國立臺灣大學,221101,哲學系,D 日,M 碩士,45,0,8,30 臺北市,1 一般
103,0003,國立臺灣大學,221101,哲學系,D 日,B 學士,174,21,32,30 臺北市,1 一般
103,0003,國立臺灣大學,310101,經濟學系,D 日,D 博士,30,0,6,30 臺北市,1 一般
103,0003,國立臺灣大學,310101,經濟學系,D 日,M 碩士,107,0,38,30 臺北市,1 一般
103,0003,國立臺灣大學,310101,經濟學系,D 日,B 學士,596,39,148,30 臺北市,1 一般
103,0003,國立臺灣大學,310101,經濟學系,N 職,M 碩士,76,0,19,30 臺北市,1 一般
103,0003,國立臺灣大學,310201,政治學系,D 日,D 博士,38,0,8,30 臺北市,1 一般
103,0003,國立臺灣大學,310201,政治學系,D 日,M 碩士,163,0,34,30 臺北市,1 一般
103,0003,國立臺灣大學,310201,政治學系,D 日,B 學士,789,25,184,30 臺北市,1 一般
103,0003,國立臺灣大學,310201,政治學系,N 職,M 碩士,73,0,24,30 臺北市,1 一般
103,0003,國立臺灣大學,310301,社會學系,D 日,D 博士,13,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,310301,社會學系,D 日,M 碩士,54,0,5,30 臺北市,1 一般
103,0003,國立臺灣大學,310301,社會學系,D 日,B 學士,206,19,53,30 臺北市,1 一般
103,0003,國立臺灣大學,310501,(應用)心理學系,D 日,D 博士,52,0,13,30 臺北市,1 一般
103,0003,國立臺灣大學,310501,(應用)心理學系,D 日,M 碩士,125,0,35,30 臺北市,1 一般
103,0003,國立臺灣大學,310501,(應用)心理學系,D 日,B 學士,266,26,60,30 臺北市,1 一般
103,0003,國立臺灣大學,310602,地理環境資源學系,D 日,D 博士,27,0,1,30 臺北市,1 一般
103,0003,國立臺灣大學,310602,地理環境資源學系,D 日,M 碩士,57,0,25,30 臺北市,1 一般
103,0003,國立臺灣大學,310602,地理環境資源學系,D 日,B 學士,155,17,35,30 臺北市,1 一般
103,0003,國立臺灣大學,310602,地理環境資源學系,N 職,M 碩士,4,0,1,30 臺北市,1 一般
103,0003,國立臺灣大學,310808,公共事務(管理)學系,D 日,M 碩士,15,6,0,30 臺北市,1 一般
103,0003,國立臺灣大學,311002,國家發展(與兩岸關係)研究所,D 日,D 博士,80,0,5,30 臺北市,1 一般
103,0003,國立臺灣大學,311002,國家發展(與兩岸關係)研究所,D 日,M 碩士,232,18,40,30 臺北市,1 一般
103,0003,國立臺灣大學,311002,國家發展(與兩岸關係)研究所,N 職,M 碩士,75,0,30,30 臺北市,1 一般
103,0003,國立臺灣大學,320201,新聞學系,D 日,M 碩士,92,7,29,30 臺北市,1 一般
103,0003,國立臺灣大學,320602,(數位)圖書資訊學系,D 日,D 博士,20,0,2,30 臺北市,1 一般
103,0003,國立臺灣大學,320602,(數位)圖書資訊學系,D 日,M 碩士,78,0,9,30 臺北市,1 一般
103,0003,國立臺灣大學,320602,(數位)圖書資訊學系,D 日,B 學士,201,14,46,30 臺北市,1 一般
103,0003,國立臺灣大學,320602,(數位)圖書資訊學系,N 職,M 碩士,1,0,2,30 臺北市,1 一般
103,0003,國立臺灣大學,340101,商學系,D 日,D 博士,30,0,7,30 臺北市,1 一般
103,0003,國立臺灣大學,340101,商學系,D 日,M 碩士,137,5,61,30 臺北市,1 一般
103,0003,國立臺灣大學,340201,會計(與)(資訊)(科技)(系統)學系,D 日,D 博士,30,0,3,30 臺北市,1 一般
103,0003,國立臺灣大學,340201,會計(與)(資訊)(科技)(系統)學系,D 日,M 碩士,117,0,42,30 臺北市,1 一般
103,0003,國立臺灣大學,340201,會計(與)(資訊)(科技)(系統)學系,D 日,B 學士,515,25,129,30 臺北市,1 一般
103,0003,國立臺灣大學,340301,企業管理學系,P 進,B 學士,1,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,340302,工商管理學系,D 日,B 學士,451,18,107,30 臺北市,1 一般
103,0003,國立臺灣大學,340307,國際企業(與)(管理)學系,D 日,D 博士,71,0,3,30 臺北市,1 一般
103,0003,國立臺灣大學,340307,國際企業(與)(管理)學系,D 日,M 碩士,148,0,63,30 臺北市,1 一般
103,0003,國立臺灣大學,340307,國際企業(與)(管理)學系,D 日,B 學士,402,23,97,30 臺北市,1 一般
103,0003,國立臺灣大學,340501,(計量)(數量)財務金融學系,D 日,D 博士,26,0,6,30 臺北市,1 一般
103,0003,國立臺灣大學,340501,(計量)(數量)財務金融學系,D 日,M 碩士,145,0,69,30 臺北市,1 一般
103,0003,國立臺灣大學,340501,(計量)(數量)財務金融學系,D 日,B 學士,511,24,118,30 臺北市,1 一般
103,0003,國立臺灣大學,349939,高階(主管)(經營)(企業)管理碩士(EMBA),D 日,M 碩士,112,1,46,30 臺北市,1 一般
103,0003,國立臺灣大學,349939,高階(主管)(經營)(企業)管理碩士(EMBA),N 職,M 碩士,655,0,195,30 臺北市,1 一般
103,0003,國立臺灣大學,380101,法律學系,D 日,D 博士,57,0,4,30 臺北市,1 一般
103,0003,國立臺灣大學,380101,法律學系,D 日,M 碩士,515,0,108,30 臺北市,1 一般
103,0003,國立臺灣大學,380101,法律學系,D 日,B 學士,776,36,177,30 臺北市,1 一般
103,0003,國立臺灣大學,380101,法律學系,P 進,B 學士,3,0,1,30 臺北市,1 一般
103,0003,國立臺灣大學,380205,科際整合法律學研究所,D 日,M 碩士,163,7,29,30 臺北市,1 一般
103,0003,國立臺灣大學,420103,生命科學系,D 日,D 博士,45,0,4,30 臺北市,1 一般
103,0003,國立臺灣大學,420103,生命科學系,D 日,M 碩士,67,0,25,30 臺北市,1 一般
103,0003,國立臺灣大學,420103,生命科學系,D 日,B 學士,253,27,68,30 臺北市,1 一般
103,0003,國立臺灣大學,420106,植物科學研究所,D 日,D 博士,48,0,4,30 臺北市,1 一般
103,0003,國立臺灣大學,420106,植物科學研究所,D 日,M 碩士,83,9,24,30 臺北市,1 一般
103,0003,國立臺灣大學,420107,昆蟲學系,D 日,D 博士,9,0,4,30 臺北市,1 一般
103,0003,國立臺灣大學,420107,昆蟲學系,D 日,M 碩士,32,0,10,30 臺北市,1 一般
103,0003,國立臺灣大學,420107,昆蟲學系,D 日,B 學士,121,13,19,30 臺北市,1 一般
103,0003,國立臺灣大學,420107,昆蟲學系,N 職,M 碩士,1,0,1,30 臺北市,1 一般
103,0003,國立臺灣大學,420202,生態學與演化生物學研究所,D 日,D 博士,30,0,4,30 臺北市,1 一般
103,0003,國立臺灣大學,420202,生態學與演化生物學研究所,D 日,M 碩士,62,6,22,30 臺北市,1 一般
103,0003,國立臺灣大學,420302,(自然)生物科技學系,D 日,D 博士,43,0,9,30 臺北市,1 一般
103,0003,國立臺灣大學,420302,(自然)生物科技學系,D 日,M 碩士,2,8,0,30 臺北市,1 一般
103,0003,國立臺灣大學,420309,生化科學研究所,D 日,D 博士,79,0,16,30 臺北市,1 一般
103,0003,國立臺灣大學,420309,生化科學研究所,D 日,M 碩士,54,9,14,30 臺北市,1 一般
103,0003,國立臺灣大學,420310,生化科技學系,D 日,D 博士,28,0,7,30 臺北市,1 一般
103,0003,國立臺灣大學,420310,生化科技學系,D 日,M 碩士,112,0,46,30 臺北市,1 一般
103,0003,國立臺灣大學,420310,生化科技學系,D 日,B 學士,194,20,46,30 臺北市,1 一般
103,0003,國立臺灣大學,420313,分子(生物)及細胞生物研究所,D 日,D 博士,14,0,1,30 臺北市,1 一般
103,0003,國立臺灣大學,420313,分子(生物)及細胞生物研究所,D 日,M 碩士,61,8,23,30 臺北市,1 一般
103,0003,國立臺灣大學,420321,基因體與系統生物學學位學程,D 日,D 博士,40,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,420321,基因體與系統生物學學位學程,D 日,M 碩士,8,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,420401,微生物學系,D 日,D 博士,39,0,8,30 臺北市,1 一般
103,0003,國立臺灣大學,420401,微生物學系,D 日,M 碩士,66,0,34,30 臺北市,1 一般
103,0003,國立臺灣大學,420501,生物化學(暨分子生物)研究所,D 日,D 博士,33,0,5,30 臺北市,1 一般
103,0003,國立臺灣大學,420501,生物化學(暨分子生物)研究所,D 日,M 碩士,59,0,23,30 臺北市,1 一般
103,0003,國立臺灣大學,440101,化學系,D 日,D 博士,170,0,31,30 臺北市,1 一般
103,0003,國立臺灣大學,440101,化學系,D 日,M 碩士,206,0,94,30 臺北市,1 一般
103,0003,國立臺灣大學,440101,化學系,D 日,B 學士,292,35,72,30 臺北市,1 一般
103,0003,國立臺灣大學,440203,地質(科)學系,D 日,D 博士,46,0,9,30 臺北市,1 一般
103,0003,國立臺灣大學,440203,地質(科)學系,D 日,M 碩士,75,0,28,30 臺北市,1 一般
103,0003,國立臺灣大學,440203,地質(科)學系,D 日,B 學士,166,22,32,30 臺北市,1 一般
103,0003,國立臺灣大學,440301,物理學系,D 日,D 博士,132,0,18,30 臺北市,1 一般
103,0003,國立臺灣大學,440301,物理學系,D 日,M 碩士,171,0,59,30 臺北市,1 一般
103,0003,國立臺灣大學,440301,物理學系,D 日,B 學士,301,31,67,30 臺北市,1 一般
103,0003,國立臺灣大學,440302,應用物理學系,D 日,D 博士,22,0,4,30 臺北市,1 一般
103,0003,國立臺灣大學,440302,應用物理學系,D 日,M 碩士,37,8,15,30 臺北市,1 一般
103,0003,國立臺灣大學,440401,大氣科學系,D 日,D 博士,22,0,3,30 臺北市,1 一般
103,0003,國立臺灣大學,440401,大氣科學系,D 日,M 碩士,44,0,17,30 臺北市,1 一般
103,0003,國立臺灣大學,440401,大氣科學系,D 日,B 學士,138,18,30,30 臺北市,1 一般
103,0003,國立臺灣大學,440508,海洋(科學)學系,D 日,D 博士,26,0,8,30 臺北市,1 一般
103,0003,國立臺灣大學,440508,海洋(科學)學系,D 日,M 碩士,109,29,36,30 臺北市,1 一般
103,0003,國立臺灣大學,440601,天文(物理)研究所,D 日,D 博士,9,0,2,30 臺北市,1 一般
103,0003,國立臺灣大學,440601,天文(物理)研究所,D 日,M 碩士,18,7,8,30 臺北市,1 一般
103,0003,國立臺灣大學,460101,數學系,D 日,D 博士,20,0,6,30 臺北市,1 一般
103,0003,國立臺灣大學,460101,數學系,D 日,M 碩士,66,0,35,30 臺北市,1 一般
103,0003,國立臺灣大學,460101,數學系,D 日,B 學士,238,25,53,30 臺北市,1 一般
103,0003,國立臺灣大學,460201,統計(科學)(資訊)學系,D 日,M 碩士,9,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,469904,應用數學科學研究所,D 日,M 碩士,24,8,0,30 臺北市,1 一般
103,0003,國立臺灣大學,480109,資訊管理(技術)學系,D 日,D 博士,35,0,4,30 臺北市,1 一般
103,0003,國立臺灣大學,480109,資訊管理(技術)學系,D 日,M 碩士,109,0,47,30 臺北市,1 一般
103,0003,國立臺灣大學,480109,資訊管理(技術)學系,D 日,B 學士,202,16,44,30 臺北市,1 一般
103,0003,國立臺灣大學,480202,資訊網路與多媒體研究所,D 日,D 博士,57,0,9,30 臺北市,1 一般
103,0003,國立臺灣大學,480202,資訊網路與多媒體研究所,D 日,M 碩士,101,9,47,30 臺北市,1 一般
103,0003,國立臺灣大學,520101,電機(與控制)工程學系,D 日,D 博士,128,0,21,30 臺北市,1 一般
103,0003,國立臺灣大學,520101,電機(與控制)工程學系,D 日,M 碩士,184,0,68,30 臺北市,1 一般
103,0003,國立臺灣大學,520101,電機(與控制)工程學系,D 日,B 學士,804,63,198,30 臺北市,1 一般
103,0003,國立臺灣大學,520103,(微)電子(工程)學系,D 日,D 博士,159,0,36,30 臺北市,1 一般
103,0003,國立臺灣大學,520103,(微)電子(工程)學系,D 日,M 碩士,368,14,129,30 臺北市,1 一般
103,0003,國立臺灣大學,520103,(微)電子(工程)學系,N 職,M 碩士,4,0,2,30 臺北市,1 一般
103,0003,國立臺灣大學,520106,光電(科學與)工程學系,D 日,D 博士,96,0,17,30 臺北市,1 一般
103,0003,國立臺灣大學,520106,光電(科學與)工程學系,D 日,M 碩士,225,19,84,30 臺北市,1 一般
103,0003,國立臺灣大學,520114,資訊工程學系,D 日,D 博士,141,0,23,30 臺北市,1 一般
103,0003,國立臺灣大學,520114,資訊工程學系,D 日,M 碩士,302,0,138,30 臺北市,1 一般
103,0003,國立臺灣大學,520114,資訊工程學系,D 日,B 學士,500,32,128,30 臺北市,1 一般
103,0003,國立臺灣大學,520114,資訊工程學系,N 職,M 碩士,18,0,6,30 臺北市,1 一般
103,0003,國立臺灣大學,520123,電信工程學系,D 日,D 博士,95,0,27,30 臺北市,1 一般
103,0003,國立臺灣大學,520123,電信工程學系,D 日,M 碩士,263,14,104,30 臺北市,1 一般
103,0003,國立臺灣大學,520201,(動力)機械工程學系,D 日,D 博士,152,0,15,30 臺北市,1 一般
103,0003,國立臺灣大學,520201,(動力)機械工程學系,D 日,M 碩士,407,0,175,30 臺北市,1 一般
103,0003,國立臺灣大學,520201,(動力)機械工程學系,D 日,B 學士,667,54,150,30 臺北市,1 一般
103,0003,國立臺灣大學,520234,應用力學研究所,D 日,D 博士,40,0,3,30 臺北市,1 一般
103,0003,國立臺灣大學,520234,應用力學研究所,D 日,M 碩士,172,29,70,30 臺北市,1 一般
103,0003,國立臺灣大學,520239,生物(產業)機電工程學系,D 日,D 博士,30,0,5,30 臺北市,1 一般
103,0003,國立臺灣大學,520239,生物(產業)機電工程學系,D 日,M 碩士,95,0,41,30 臺北市,1 一般
103,0003,國立臺灣大學,520239,生物(產業)機電工程學系,D 日,B 學士,174,22,40,30 臺北市,1 一般
103,0003,國立臺灣大學,520301,土木工程學系,D 日,D 博士,158,0,20,30 臺北市,1 一般
103,0003,國立臺灣大學,520301,土木工程學系,D 日,M 碩士,359,0,158,30 臺北市,1 一般
103,0003,國立臺灣大學,520301,土木工程學系,D 日,B 學士,424,52,98,30 臺北市,1 一般
103,0003,國立臺灣大學,520301,土木工程學系,N 職,M 碩士,53,0,16,30 臺北市,1 一般
103,0003,國立臺灣大學,520315,生物環境(系統)工程學系,D 日,D 博士,49,0,9,30 臺北市,1 一般
103,0003,國立臺灣大學,520315,生物環境(系統)工程學系,D 日,M 碩士,89,0,30,30 臺北市,1 一般
103,0003,國立臺灣大學,520315,生物環境(系統)工程學系,D 日,B 學士,199,21,39,30 臺北市,1 一般
103,0003,國立臺灣大學,520401,化學工程學系,D 日,D 博士,84,0,23,30 臺北市,1 一般
103,0003,國立臺灣大學,520401,化學工程學系,D 日,M 碩士,189,0,90,30 臺北市,1 一般
103,0003,國立臺灣大學,520401,化學工程學系,D 日,B 學士,488,35,131,30 臺北市,1 一般
103,0003,國立臺灣大學,520407,高分子科學與工程學研究所,D 日,D 博士,48,0,11,30 臺北市,1 一般
103,0003,國立臺灣大學,520407,高分子科學與工程學研究所,D 日,M 碩士,61,6,25,30 臺北市,1 一般
103,0003,國立臺灣大學,520502,材料科學(與)(工程)學系,D 日,D 博士,87,0,25,30 臺北市,1 一般
103,0003,國立臺灣大學,520502,材料科學(與)(工程)學系,D 日,M 碩士,134,0,49,30 臺北市,1 一般
103,0003,國立臺灣大學,520502,材料科學(與)(工程)學系,D 日,B 學士,215,21,53,30 臺北市,1 一般
103,0003,國立臺灣大學,520601,工業工程(與)(科技)(系統)(工程)(管理)學系,D 日,D 博士,24,0,0,30 臺北市,1 一般
103,0003,國立臺灣大學,520601,工業工程(與)(科技)(系統)(工程)(管理)學系,D 日,M 碩士,75,6,31,30 臺北市,1 一般
103,0003,國立臺灣大學,520601,工業工程(與)(科技)(系統)(工程)(管理)學系,N 職,M 碩士,34,0,15,30 臺北市,1 一般
