申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,單價元平方公尺,車位類別,車位總價,有無管理組織,交易日期,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,建築完成年月,代表建號屋齡,代表建號層次,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,電梯,車位所在樓層,備註欄,主建物面積,附屬建物面積,陽台面積
買賣,房地(土地+建物),1,1,0,2,1,1,,公寓(5樓含以下無電梯),1200000,18832,,0,無,1141222,22.55,住,,,63.72,住家用,鋼筋混凝土造,五層,690504,46,五層,0,高雄市鳳山區福安一街３９之４號,鳳山區,五甲段,,無,,含土地增值稅或其他稅費；含地政士服務費；受民情風俗因素影響；,63.72,0,0
買賣,土地,1,0,0,0,0,0,,其他,120000,14,,0,無,1141209,8800,,山坡地保育區,林業用地,0,,,,,,,0,瑪雅段762-3地號,那瑪夏區,瑪雅段,,無,,受民情風俗因素影響；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,2515000,139722,,0,無,1141209,18,商,,,0,,,,,,,0,旗山段347地號,旗山區,旗山段,,無,,政府機關標讓售；,0,0,0
買賣,房地(土地+建物),3,1,0,3,2,3,,透天厝,8900000,44959,,0,無,1141212,241.58,,鄉村區,乙種建築用地,197.96,其他,鋼筋混凝土造,二層,1041125,10,全,0,高雄市內門區中正路６２號,內門區,紫竹段,,無,,,174.36,16,7.6
買賣,房地(土地+建物),1,1,0,4,2,2,,透天厝,3500000,17996,,0,無,1141203,86.41,住,,,194.49,住家用,鋼筋混凝土造,三層,870408,28,全,0,高雄市仁武區文學八街４２號,仁武區,文武段,,無,,親友、員工、共有人或其他特殊關係間之交易；,173.52,0,20.97
買賣,房地(土地+建物),2,1,0,2,2,1,,透天厝,1380000,25461,,0,無,1141216,52.95,商,,,54.2,住家用,加強磚造,二層,481115,66,全,0,高雄市美濃區中正路一段８５巷１２號,美濃區,美中段,,無,,壹樓空地增建、1~2法空增建。其他增建；,54.2,0,0
買賣,土地,1,0,0,0,0,0,,其他,20376400,12093,,0,無,1141212,1684.97,都市：其他:保護區,,,0,,,,,,,0,新庄段734地號,大寮區,新庄段,,無,,,0,0,0
買賣,房地(土地+建物),1,1,0,1,0,1,,華廈(10層含以下有電梯),700000,27280,,0,有,1141208,3.14,商,,,25.66,住家用,鋼筋混凝土造,七層,790517,36,三層,0,高雄市前金區文武一街５２號三樓之３,前金區,東金段,,有,,,19.92,0,0
買賣,土地,2,0,0,0,0,0,,其他,14954800,137200,,0,無,1141205,109,住,,,0,,,,,,,0,福河段1198地號,苓雅區,福河段,,無,,政府機關標讓售；,0,0,0
買賣,房地(土地+建物),3,1,0,5,2,5,,透天厝,4350000,124215,,0,無,1141210,99.08,,山坡地保育區,丙種建築用地,35.02,住家用,加強磚造,二層,660119,49,全,0,高雄市仁武區綠園新村２４號,仁武區,綠園段,,無,,親友、員工、共有人或其他特殊關係間之交易；,35.02,0,0
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),10800000,51791,坡道平面,0,有,1141205,119.65,住,,,208.53,住家用,鋼筋混凝土造,十四層,790924,35,六層,0,高雄市鳥松區文海街１２號六樓之３,鳥松區,鳳松段,,有,地下二樓,,116.55,8.74,16
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,,住宅大樓(11層含以上有電梯),13400000,102611,坡道機械,0,有,1141212,12.03,商,,,130.59,住家用,鋼筋混凝土,十三層,1050803,9,三層,8.28,高雄市鹽埕區府北路３２號三樓之２,鹽埕區,府北段五小段,,有,地下二樓,,73.22,2.21,5.32
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,,住宅大樓(11層含以上有電梯),10720000,116510,坡道平面,1800000,有,1141212,7.37,住,,,97.89,住家用,鋼筋混凝土,二十四層,1120920,2,六層,21.33,高雄市鼓山區美術東四路６９６號六樓之６,鼓山區,青海段,,有,地下四樓,停車位編號B4-288,37.09,0,11.58
買賣,房地(土地+建物),2,1,0,1,1,1,,住宅大樓(11層含以上有電梯),2300000,85280,,0,有,1141212,3.22,商,,,26.97,住家用,鋼筋混凝土造,十二層,790807,35,四層,0,高雄市前金區河南二路１０６號四樓之１,前金區,前金段,,有,,其他增建；,26.97,0,0
買賣,房地(土地+建物),2,1,0,1,1,1,,住宅大樓(11層含以上有電梯),1970000,49189,,0,有,1141213,1.45,商,,,40.05,商業用,鋼骨鋼筋混凝土造,八十五層,880401,27,二十四層,0,高雄市苓雅區自強三路５號二十四樓之２０,苓雅區,意誠段,,有,,,22.22,0,5.61
買賣,房地(土地+建物),2,1,0,1,1,1,,住宅大樓(11層含以上有電梯),2410000,71175,,0,有,1141212,2.81,商,,,33.86,住家用,鋼筋混凝土造,十二層,710918,43,五層,0,高雄市苓雅區成功一路２３８號５樓之５,苓雅區,苓洲段,,有,,,24.13,0,0
買賣,車位,0,1,1,0,0,0,,其他,1200000,,坡道平面,1200000,有,1141224,0,,,,22.11,,,,,16,,22.11,高雄市苓雅區民權一路６３號等共有部分,苓雅區,,,有,地下三樓,建物坐落地號：苓東段128地號；僅車位交易；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,500000,223214,,0,無,1141215,2.24,住,,,0,,,,,,,0,成功段760-2地號,苓雅區,成功段,,無,,未登記建物；,0,0,0
買賣,房地(土地+建物),1,1,0,3,2,3,,透天厝,2963000,15352,,0,無,1141222,70,住,,,193,住商用,鋼筋混凝土造,四層,731229,41,全,0,高雄市小港區飛機路３４１號,小港區,青島段一小段,,無,,親友、員工、共有人或其他特殊關係間之交易；,176.05,0,16.95
買賣,房地(土地+建物),1,1,0,3,1,2,,透天厝,3000000,68966,,0,無,1141212,35,住,,,43.5,住商用,加強磚造,二層,660215,49,全,0,高雄市三民區鼎力路２６７巷８弄５０號,三民區,覆鼎金段覆鼎金小段,,無,,親友、員工、共有人或其他特殊關係間之交易；,43.5,0,0
買賣,房地(土地+建物),1,1,0,0,0,0,,住宅大樓(11層含以上有電梯),170654,60516,,0,有,1141209,0.19,商,,,2.82,辦公用,鋼筋混凝土造,十二層,790913,35,九層,0,高雄市三民區建國二路２號九樓之１,三民區,長明段,,有,,親友、員工、共有人或其他特殊關係間之交易；,1.9,0,0
買賣,土地,1,0,0,0,0,0,,其他,6500000,75608,,0,無,1141210,85.97,住,,,0,,,,,,,0,水源段450-1地號,三民區,水源段,,無,,未登記建物；,0,0,0
買賣,房地(土地+建物),1,1,0,1,1,1,,住宅大樓(11層含以上有電梯),2950000,83878,,0,有,1141213,3.02,商,,,35.17,住家用,鋼筋混凝土造,十二層,710225,44,七層,0,高雄市三民區自由一路２號七樓之４,三民區,大港段二小段,,有,,,24.77,0,3.51
買賣,房地(土地+建物),1,1,0,6,1,3,,透天厝,12100000,114302,,0,無,1141201,64,商,,,105.86,住商用,加強磚造,二層,620828,52,全,0,高雄市三民區建和街６３號,三民區,建安段,,無,,含裝潢費；,105.86,0,0
買賣,房地(土地+建物),4,1,0,6,4,5,,公寓(5樓含以下無電梯),1500000,31480,,0,無,1141201,22.63,都市：其他:第五種商業區,,,47.65,住家用,鋼筋混凝土造,五層,691106,64,五層,0,高雄市三民區民族一路４２４巷３之４號,三民區,三塊厝段,,無,,兩個交易標的一棟透天，一間公寓，合併計價，無拆分價格。兄弟間持分交易。親友、員工、共有人或其他特殊關係間之交易；,47.65,0,0
買賣,房地(土地+建物),1,1,0,3,2,2,,公寓(5樓含以下無電梯),2300000,25904,,0,無,1141218,32.61,住,,,88.79,住家用,鋼筋混凝土造,五層,680601,47,三層,0,高雄市三民區民業路５６號三樓,三民區,水源段,,無,,親友、員工、共有人或其他特殊關係間之交易；,88.79,0,0
買賣,房地(土地+建物),1,1,0,2,2,2,,公寓(5樓含以下無電梯),7300000,147000,,0,無,1141222,25,住,,,49.66,住商用,鋼筋混凝土造,五層,750317,40,一層，騎樓，夾層,0,高雄市三民區天津街１７６號,三民區,三塊厝段四小段,,無,,,49.66,0,0
買賣,房地(土地+建物),6,1,0,3,1,1,,公寓(5樓含以下無電梯),800000,10372,,0,無,1141216,33.1,住,,,77.13,住家用,鋼筋混凝土造,四層,680521,47,三層,0,高雄市楠梓區惠民路１２４之３號,楠梓區,加昌段,,無,,親友、員工、共有人或其他特殊關係間之交易；,77.13,0,0
買賣,房地(土地+建物),1,1,0,3,2,1,,公寓(5樓含以下無電梯),4050000,49210,,0,無,1141205,37.42,住,,,82.3,住家用,鋼筋混凝土造,四層,670920,47,三層,0,高雄市楠梓區壽民路６６之３號,楠梓區,加昌段,,無,,,82.3,0,0
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,,住宅大樓(11層含以上有電梯),11560000,110106,坡道平面,0,有,1141219,9.16,住,,,104.99,住家用,鋼筋混凝土,十八層,1130201,2,十三層,25.12,高雄市左營區勵志中街５２號十三樓,左營區,果貿段,,有,地下三樓,,46.37,0.84,4.96
買賣,土地,1,0,0,0,0,0,,其他,821000000,218054,,0,無,1141217,3765.12,住,,,0,,,,,,,0,援中段一小段89-1地號,楠梓區,援中段一小段,,無,,政府機關標讓售；,0,0,0
買賣,房地(土地+建物),2,1,0,2,2,2,,華廈(10層含以下有電梯),7000000,100676,,0,有,1141217,20.12,,鄉村區,乙種建築用地,69.53,住家用,鋼筋混凝土造,六層,1140320,1,三層,0,高雄市橋頭區里林東路１５號三樓之３,橋頭區,芋林段,,有,,,47.95,0,4.24
買賣,土地,1,0,0,0,0,0,,其他,1560000,15404,,0,無,1141208,101.27,,鄉村區,乙種建築用地,0,,,,,,,0,蚵寮段1284地號,梓官區,蚵寮段,,無,,,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,5000000,49628,,0,無,1141222,100.75,住,,,0,,,,,,,0,安招段322地號,燕巢區,安招段,,無,,未登記建物；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,900000,3073,,0,無,1141213,292.84,,一般農業區,丙種建築用地,0,,,,,,,0,三和段285地號,大樹區,三和段,,無,,土地增值樹稅、印花稅、地正規費及代辦費用由買方支付親友、員工、共有人或其他特殊關係間之交易；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,500000,15078,,0,無,1141222,33.16,,鄉村區,乙種建築用地,0,,,,,,,0,新溪埔段62地號,大樹區,新溪埔段,,無,,,0,0,0
買賣,房地(土地+建物),1,1,0,1,0,1,,住宅大樓(11層含以上有電梯),2100000,51408,,0,有,1141213,6.46,住,,,40.85,住家用,鋼筋混凝土造,十九層,830128,32,四層,0,高雄市大社區翠屏路８４巷３３號四樓,大社區,興農段一小段,,有,,,22.48,0,4.14
買賣,房地(土地+建物),1,1,0,6,1,2,,透天厝,20000000,81298,,0,無,1141215,1568,,特定農業區,農牧用地,246.01,農業用,加強磚造,二層,831216,31,全,0,高雄市阿蓮區崙頂５０之２１號,阿蓮區,崙子頂段,,無,,未登記建物；,234.33,11.68,0
買賣,土地,2,0,0,0,0,0,,其他,200000,766,,0,無,1141224,261,,特定農業區,甲種建築用地,0,,,,,,,0,中壇段二小段4372-2地號,美濃區,中壇段二小段,,無,,親友、員工、共有人或其他特殊關係間之交易；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,1323000,21000,,0,無,1141203,63,農,,,0,,,,,,,0,赤崁段潮州寮小段6075-3地號,大寮區,赤崁段潮州寮小段,,無,,水利地承購；,0,0,0
買賣,土地,6,0,0,0,0,0,,其他,400000,1329,,0,無,1141216,301.01,住,,,0,,,,,,,0,內坑段827地號,大寮區,內坑段,,無,,未登記建物；,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,4,2,3,,住宅大樓(11層含以上有電梯),75000000,158098,坡道平面,0,有,1141222,27.17,商,,,474.39,住家用,鋼骨鋼筋混凝土構造,三十六層,1041104,10,十一層,0,高雄市鼓山區神農路８７號十一樓,鼓山區,龍中段,,有,地下五樓含以下,受債權債務關係影響或債務抵償；,260.4,5.09,23.41
買賣,土地,1,0,0,0,0,0,,其他,1580600,112900,,0,無,1141208,14,住,,,0,,,,,,,0,大業段276-4地號,小港區,大業段,,無,,政府機關標讓售；,0,0,0
買賣,房地(土地+建物),2,1,0,2,1,1,,公寓(5樓含以下無電梯),2250000,48387,,0,無,1141202,39.33,住,,,46.5,住家用,加強磚造,三層,650125,50,三層,0,高雄市鳳山區文享街１１９號三樓,鳳山區,文英段,,無,,,46.5,0,0
買賣,土地,1,0,0,0,0,0,,其他,9241617,10280,,0,無,1141217,898.99,,一般農業區,交通用地,0,,,,,,,0,海山段702地號,湖內區,海山段,,無,,政府機關標讓售；,0,0,0
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,,住宅大樓(11層含以上有電梯),26000000,97807,坡道平面,0,有,1141209,20.56,住,,,265.83,住家用,鋼骨構造,二十一層,1030508,12,五層,53.08,高雄市鼓山區美術北五街１２０號五樓,鼓山區,青海段,,有,地下三樓,含傢俱設備費；,119.75,5.73,15.09
買賣,土地,1,0,0,0,0,0,,其他,57807750,393250,,0,無,1141218,147,住,,,0,,,,,,,0,內惟段四小段12地號,鼓山區,內惟段四小段,,無,,,0,0,0
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,,住宅大樓(11層含以上有電梯),54360000,178457,坡道平面,5900000,有,1141211,25.09,住,,,332.41,住家用,鋼筋混凝土造,二十七層,1120515,3,十八層,60.86,高雄市鼓山區馬卡道路７６號十八樓,鼓山區,青海段,,有,地下二樓,,144.67,1.24,29.49
買賣,車位,1,1,2,0,0,0,,其他,8700000,,坡道平面,8700000,有,1141208,4.67,住,,,39.14,,,,,7,,39.14,美術北五街６６號二樓等３６６戶共有部分,鼓山區,青海段,,有,地下一樓,僅車位交易；,0,0,0
買賣,房地(土地+建物),1,8,0,110,12,99,,住宅大樓(11層含以上有電梯),42000000,8257,,0,有,1141205,64.6,商,,,5086.7,商業用,鋼筋混凝土造,十二層,700819,44,一層，二層，三層，四層，五層，六層，七層，八層，九層，十層，十一層，十二層，屋頂突出物，騎樓，地下層,0,高雄市新興區八德二路１０號、１０號之１,新興區,新興段四小段,,有,,親友、員工、共有人或其他特殊關係間之交易；,4892.34,0,24.51
買賣,房地(土地+建物),2,1,0,1,0,1,,住宅大樓(11層含以上有電梯),2750000,68733,,0,有,1141216,4,住,,,40.01,住家用,鋼筋混凝土造,十二層,690313,46,四層,0,高雄市苓雅區中正二路１３９號四樓之６,苓雅區,林德官段,,有,,,31.94,0,0
買賣,房地(土地+建物),2,1,0,1,0,1,,住宅大樓(11層含以上有電梯),2500000,56319,,0,有,1141218,1.69,商,,,44.39,商業用,鋼骨鋼筋混凝土造,八十五層,880401,27,十六層,0,高雄市苓雅區自強三路５號十六樓之１２,苓雅區,意誠段,,有,,,24.72,0,6.25
買賣,房地(土地+建物),2,1,0,1,1,1,,住宅大樓(11層含以上有電梯),2180000,50662,,0,有,1141216,1.57,商,,,43.03,商業用,鋼骨鋼筋混凝土造,八十五層,880401,27,二十八層,0,高雄市苓雅區自強三路５號二十八樓之３８,苓雅區,意誠段,,有,,陽台外推；,22.29,0,8.52
買賣,房地(土地+建物),1,1,0,3,1,2,,華廈(10層含以下有電梯),5500000,51595,,0,有,1141205,18.83,住,,,106.6,住家用,鋼筋混凝土造,七層,830427,32,五層,0,高雄市小港區宏平路５０４號五樓,小港區,青島段三小段,,有,,,74.15,0,11.28
買賣,土地,2,0,0,0,0,0,,其他,1800000,33962,,0,無,1141217,53,住,,,0,,,,,,,0,仁愛段433-10地號,前鎮區,仁愛段,,無,,親友、員工、共有人或其他特殊關係間之交易；,0,0,0
買賣,房地(土地+建物),1,1,0,2,2,1,,公寓(5樓含以下無電梯),4250000,66386,,0,無,1141202,56.43,住,,,64.02,住家用,加強磚造,四層,651002,49,二層,0,高雄市小港區福德西巷４３之１號,小港區,孔宅段,,無,,,64.02,0,0
買賣,房地(土地+建物),2,1,0,1,0,1,,住宅大樓(11層含以上有電梯),2050000,58891,,0,有,1141203,3.5,商,,,34.81,住家用,鋼筋混凝土造,十二層,821120,32,九層,0,高雄市三民區正忠路７５號九樓之２,三民區,大順段,,有,,,22.12,0,2.69
買賣,房地(土地+建物),1,1,0,5,2,3,,公寓(5樓含以下無電梯),3500000,42834,,0,無,1141208,22.63,都市：其他:第二種特定商業專用區,,,81.71,,鋼筋混凝土造,五層,730423,42,一層，二層，騎樓,0,高雄市三民區鼎中路２０１號,三民區,覆鼎金段覆鼎金小段,,無,,親友、員工、共有人或其他特殊關係間之交易；,73.32,8.39,0
買賣,房地(土地+建物),1,1,0,2,2,2,,住宅大樓(11層含以上有電梯),10750000,128144,,0,有,1141204,7.73,商,,,83.89,住家用,鋼筋混凝土,十五層,1140213,1,七層,0,高雄市三民區褒揚街１７２號七樓,三民區,獅頭段一小段,,有,,,49.66,0,4.2
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,,住宅大樓(11層含以上有電梯),12880000,144719,一樓平面,1700000,有,1141208,8.2,商,,,89,住家用,鋼筋混凝土,十五層,1140213,1,十五層,0,高雄市三民區褒揚街１７８號十五樓,三民區,獅頭段一小段,,有,一樓,車位未保存登記，為約定專用。,52.37,0,4.77
買賣,房地(土地+建物),1,1,0,3,2,2,,住宅大樓(11層含以上有電梯),7900000,51110,,0,有,1141208,23.59,住,,,154.57,住家用,見使用執照,十六層,871209,27,一層,0,高雄市左營區翠華路６０１巷４３號,左營區,果貿段,,有,,,91.08,11.78,0
買賣,房地(土地+建物),1,1,0,1,0,1,,住宅大樓(11層含以上有電梯),1100000,74932,,0,有,1141218,1.74,商,,,14.68,辦公用,鋼筋混凝土造,十三層,960604,19,八層,0,高雄市楠梓區興楠路３５５巷８５號八樓之１８,楠梓區,清豐段,,有,,含裝潢費；含傢俱設備費；夾層；,8.19,0,0
買賣,房地(土地+建物),1,1,0,1,1,1,,住宅大樓(11層含以上有電梯),5200000,100619,,0,有,1141219,5.63,住,,,51.68,住家用,鋼筋混凝土,十五層,1140623,,十三層,0,高雄市左營區大中二路７１１巷８號十三樓之３,左營區,左屏段,,有,,,30.67,0,2.97
買賣,土地,1,0,0,0,0,0,,其他,7680000,88276,,0,無,1141220,87,住,,,0,,,,,,,0,右昌段四小段863-6地號,楠梓區,右昌段四小段,,無,,,0,0,0
買賣,房地(土地+建物),1,1,0,2,1,1,,住宅大樓(11層含以上有電梯),5400000,76967,,0,有,1141224,7.26,住,,,70.16,住家用,鋼筋混凝土,十五層,1060123,9,二層,0,高雄市楠梓區朝明路１１６巷８６號二樓,楠梓區,楠都段三小段,,有,,,41.04,2.55,3.39
買賣,車位,1,1,1,0,0,0,,住宅大樓(11層含以上有電梯),600000,,坡道機械,600000,有,1141204,1.55,商,,,15.27,,,,,7,,15.27,成功南路６５１號等８２０戶共有部分,橋頭區,後壁田段,,有,地下四樓,僅車位交易；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,954000,13549,,0,無,1141223,70.41,,鄉村區,乙種建築用地,0,,,,,,,0,蚵寮段727地號,梓官區,蚵寮段,,無,,畸零地或有合併使用效益；,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,,華廈(10層含以下有電梯),9880000,53851,坡道平面,0,有,1141207,28.23,住,,,183.47,住家用,鋼筋混凝土造,八層,850108,30,五層,0,高雄市鳳山區濱山街５５巷１８之８號五樓,鳳山區,文山段,,有,二樓含以上,,97.03,1.32,9.93
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),5300000,40570,坡道平面,0,有,1141212,20.92,住,,,130.64,住家用,鋼筋混凝土造,十二層,840927,30,八層,0,高雄市鳳山區杭州西街１５３號八樓,鳳山區,竹子腳段,,有,地下一樓,,76.25,0.9,9.99
買賣,房地(土地+建物),1,1,0,2,2,1,,華廈(10層含以下有電梯),5250000,74111,,0,有,1141209,20.55,住,,,70.84,住家用,鋼筋混凝土,七層,1120619,2,二層,0,高雄市大樹區實踐街８５巷３２號二樓,大樹區,土角厝段,,有,,,48.01,0,3.01
買賣,土地,1,0,0,0,0,0,,其他,100000,47170,,0,無,1141224,2.12,住,,,0,,,,,,,0,五甲段205-51地號,鳳山區,五甲段,,無,,,0,0,0
買賣,土地,2,0,0,2,2,3,,其他,2000000,48780,,0,無,1141211,41,住,,,0,,,,,,,0,五甲段492-10地號,鳳山區,五甲段,,無,,未登記建物；,0,0,0
買賣,車位,1,0,1,0,0,0,,其他,550000,,坡道平面,550000,有,1141222,2.94,住,,,0,,,,,,,0,中山西路３６６號等５８３戶公共設施,鳳山區,新庄子段,,有,地下一樓,僅車位交易；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,1800000,2394,,0,無,1141214,751.98,,山坡地保育區,農牧用地,0,,,,,,,0,大田段216地號,甲仙區,大田段,,無,,,0,0,0
買賣,房地(土地+建物),2,1,0,19,0,19,,透天厝,26880000,72175,,0,無,1141204,148,住,,,372.43,住家用,鋼筋混凝土造,四層,1040504,11,全,0,高雄市大社區中正路２３２巷２號,大社區,保安段,,無,,本標的原有衛浴、房間天花板滲漏水情形，賣方已修復完成並負擔修繕所需費用，依現況點交給買方，交屋後賣方不負民法規範滲漏水瑕疵保固之責任。賣方於113年已重新更換房間內電路管線完成。親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；,348.42,0,24.01
買賣,房地(土地+建物),1,1,0,4,1,3,,透天厝,8500000,70704,,0,無,1141208,58,住,,,120.22,住商用,鋼筋混凝土造,三層,731119,41,全,0,高雄市大社區新興路１之３號,大社區,興工段,,無,,,120.22,0,0
買賣,房地(土地+建物),2,1,0,2,2,2,,透天厝,380000,8261,,0,無,1141218,26.51,住,,,46,住家用,加強磚造,二層,660510,49,全,0,高雄市大寮區鳳林三路２４７巷１２號,大寮區,內坑段,,無,,,46,0,0
買賣,土地,2,0,0,0,0,0,,其他,1100000,9981,,0,無,1141203,110.21,都市：其他:綠地,,,0,,,,,,,0,福德段625-1地號,林園區,福德段,,無,,親友、員工、共有人或其他特殊關係間之交易；,0,0,0
買賣,土地,2,0,0,0,0,0,,其他,2400000,5140,,0,無,1141203,466.93,農,,,0,,,,,,,0,福德段626地號,林園區,福德段,,無,,親友、員工、共有人或其他特殊關係間之交易；,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,住宅大樓(11層含以上有電梯),13750000,91563,升降機械,900000,有,1141206,10.79,商,,,147.76,住家用,鋼筋混凝土造,十五層,980119,17,十三層,7.42,高雄市鹽埕區光榮街８５號十三樓之２,鹽埕區,鹽新段,,有,地下一樓,陽台外推；,90.67,5.44,5.61
買賣,土地,1,0,0,0,0,0,,其他,2491500,75500,,0,無,1141215,33,農,,,0,,,,,,,0,高楠段238地號,楠梓區,高楠段,,無,,政府機關標讓售；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,8890000,63500,,0,無,1141210,140,農,,,0,,,,,,,0,高楠段24-1地號,楠梓區,高楠段,,無,,政府機關標讓售；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,1485,0,,0,無,1141217,0.49,,特定農業區,甲種建築用地,0,,,,,,,0,龍肚段5027地號,美濃區,龍肚段,,無,,,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,13881,3024,,0,無,1141217,4.59,,特定農業區,甲種建築用地,0,,,,,,,0,龍肚段5027地號,美濃區,龍肚段,,無,,,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,13881,3024,,0,無,1141217,4.59,,特定農業區,甲種建築用地,0,,,,,,,0,龍肚段5027地號,美濃區,龍肚段,,無,,,0,0,0
買賣,房地(土地+建物),1,1,0,3,1,1,,住宅大樓(11層含以上有電梯),5000000,20309,,0,有,1141212,11.23,都市：其他:第三種特定商業專用區,,,246.2,商業用,鋼筋混凝土造,二十八層,820304,33,六層,0,高雄市新興區民權一路２５１號６樓之２,新興區,大統段一小段,,有,,親友、員工、共有人或其他特殊關係間之交易；,171.56,0,0
買賣,房地(土地+建物),1,1,0,3,2,2,,透天厝,4600000,74967,,0,無,1141219,32,住,,,61.36,住家用,磚造,二層,490618,66,全,0,高雄市三民區中華橫巷５之４號,三民區,中都段四小段,,無,,,61.36,0,0
買賣,房地(土地+建物),1,1,0,2,1,1,,透天厝,6080000,81197,,0,無,1141222,40,住,,,74.88,住家用,加強磚造,二層,610613,54,全,0,高雄市三民區哈爾濱街３４５巷１２號,三民區,三塊厝段四小段,,無,,頂樓加蓋；,74.88,0,0
買賣,房地(土地+建物),1,1,0,1,1,1,,住宅大樓(11層含以上有電梯),3150000,94509,,0,有,1141201,2.08,商,,,33.33,住家用,鋼筋混凝土造,二十一層,841019,30,十八層,0,高雄市左營區富國路２９２號十八樓之１４,左營區,新庄段十三小段,,有,,,19.62,0,2.95
買賣,土地,1,0,0,0,0,0,,其他,220500,13611,,0,無,1141223,16.2,,鄉村區,乙種建築用地,0,,,,,,,0,蚵寮段727地號,梓官區,蚵寮段,,無,,畸零地或有合併使用效益；,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,,住宅大樓(11層含以上有電梯),9380000,97900,坡道平面,2200000,有,1141209,16.05,住,,,93.07,住家用,鋼筋混凝土,十五層,1120703,2,五層,19.73,高雄市鳳山區鳳南一路８３號五樓,鳳山區,保成段,,有,地下二樓,,41.85,0,4.8
買賣,房地(土地+建物)+車位,1,2,2,2,2,2,,華廈(10層含以下有電梯),5550000,50226,坡道平面,0,有,1141206,26.31,住,,,110.5,住家用,鋼筋混凝土造,五層,831027,31,三層,0,高雄市仁武區大昌街１１５之６號三樓,仁武區,慈惠段,,有,地下二樓,含裝潢費；含傢俱設備費；,57.56,0,7.06
買賣,房地(土地+建物),1,1,0,2,3,3,,透天厝,8000000,57946,,0,無,1141204,70,住,,,138.06,住商用,鋼筋混凝土造,三層,690719,45,全,0,高雄市仁武區仁信巷６０之１號,仁武區,仁春段,,無,,頂樓加蓋；其他增建；,138.06,0,0
買賣,土地,1,0,0,0,0,0,,其他,17375,15109,,0,無,1141225,1.15,,鄉村區,乙種建築用地,0,,,,,,,0,竹園段299地號,路竹區,竹園段,,無,,親友、員工、共有人或其他特殊關係間之交易；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,832001,9551,,0,無,1141218,87.11,,鄉村區,乙種建築用地,0,,,,,,,0,劉家段422地號,湖內區,劉家段,,無,,地清或未辦繼承標售；,0,0,0
買賣,土地,1,0,0,0,0,0,,其他,350000,399,,0,無,1141207,878,,山坡地保育區,農牧用地,0,,,,,,,0,荖濃段20-3地號,六龜區,荖濃段,,無,,,0,0,0
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,,華廈(10層含以下有電梯),8200000,76531,一樓平面,1300000,無,1141202,31.02,住,,,96.04,住家用,鋼筋混凝土造,五層,1140923,,四層,5.88,高雄市林園區港埔三路６６巷３號四樓之２,林園區,港子埔段,,有,一樓,,60.82,0,6.82
買賣,房地(土地+建物),1,1,0,4,2,2,,華廈(10層含以下有電梯),6600000,44218,,0,有,1141214,27.57,住,,,149.26,住家用,鋼筋混凝土造,六層,850401,30,三層,0,高雄市大寮區承德街１１號三樓,大寮區,中庄北段,,有,,陽台外推；,91.79,0.88,18.88
買賣,房地(土地+建物),1,1,0,3,1,2,,公寓(5樓含以下無電梯),4300000,39048,,0,無,1141218,2.47,住,,,110.12,住家用,鋼筋混凝土造,五層,721027,42,四層,0,高雄市苓雅區武仁街１２號四樓,苓雅區,武聖段,,無,,,90.25,0,9.16
買賣,土地,1,0,0,0,0,0,,其他,100000,45662,,0,無,1141211,2.19,都市：其他:道路用地,,,0,,,,,,,0,鼎盛段97-3地號,三民區,鼎盛段,,無,,包含公共設施保留地用地；,0,0,0
