學校名稱,科系名稱,就讀類型,等級別,學生數,教師數,縣市,大型科系
國立政治大學,教育學系,D 日,D 博士,93.0,0,30 臺北市,否
國立政治大學,教育學系,D 日,M 碩士,34.0,0,30 臺北市,否
國立政治大學,教育學系,D 日,B 學士,250.0,17,30 臺北市,否
國立政治大學,華語(文)教學學系,D 日,D 博士,18.0,0,30 臺北市,否
國立政治大學,華語(文)教學學系,D 日,M 碩士,55.0,0,30 臺北市,否
國立政治大學,國文教學碩士,N 職,M 碩士,89.0,0,30 臺北市,否
國立政治大學,數學教學碩士,N 職,M 碩士,5.0,0,30 臺北市,否
國立政治大學,幼兒教育學系,D 日,M 碩士,39.0,3,30 臺北市,否
國立政治大學,教育行政與政策學系,D 日,M 碩士,41.0,1,30 臺北市,否
國立政治大學,學校行政碩士,N 職,M 碩士,83.0,0,30 臺北市,否
國立政治大學,教育學院,D 日,,0.0,3,30 臺北市,否
國立政治大學,臺灣文學系,D 日,D 博士,13.0,0,30 臺北市,否
國立政治大學,臺灣文學系,D 日,M 碩士,38.0,6,30 臺北市,否
國立政治大學,(中)國(語)文學系,D 日,D 博士,69.0,0,30 臺北市,否
國立政治大學,(中)國(語)文學系,D 日,M 碩士,86.0,0,30 臺北市,否
國立政治大學,(中)國(語)文學系,D 日,B 學士,365.0,32,30 臺北市,否
國立政治大學,英國語文學系,D 日,D 博士,27.0,0,30 臺北市,否
國立政治大學,英國語文學系,D 日,M 碩士,57.0,0,30 臺北市,否
國立政治大學,英國語文學系,D 日,B 學士,315.0,28,30 臺北市,否
國立政治大學,英國語文學系,N 職,M 碩士,34.0,0,30 臺北市,否
國立政治大學,日本語文學系,D 日,M 碩士,21.0,0,30 臺北市,否
國立政治大學,日本語文學系,D 日,B 學士,186.0,11,30 臺北市,否
國立政治大學,阿拉伯語文學系,D 日,B 學士,156.0,7,30 臺北市,否
國立政治大學,韓國語文學系,D 日,M 碩士,15.0,0,30 臺北市,否
國立政治大學,韓國語文學系,D 日,B 學士,167.0,9,30 臺北市,否
國立政治大學,土耳其語文學系,D 日,B 學士,133.0,7,30 臺北市,否
國立政治大學,歐洲語文學系,D 日,B 學士,303.0,9,30 臺北市,否
國立政治大學,歐洲語文學系,N 職,M 碩士,4.0,0,30 臺北市,否
國立政治大學,斯拉夫語文學系,D 日,M 碩士,18.0,0,30 臺北市,否
國立政治大學,斯拉夫語文學系,D 日,B 學士,225.0,19,30 臺北市,否
國立政治大學,語言學研究所,D 日,D 博士,8.0,0,30 臺北市,否
國立政治大學,語言學研究所,D 日,M 碩士,39.0,6,30 臺北市,否
國立政治大學,宗教學系,D 日,D 博士,29.0,0,30 臺北市,否
國立政治大學,宗教學系,D 日,M 碩士,39.0,8,30 臺北市,否
國立政治大學,(歷)史學系,D 日,D 博士,36.0,0,30 臺北市,否
國立政治大學,(歷)史學系,D 日,M 碩士,52.0,0,30 臺北市,否
國立政治大學,(歷)史學系,D 日,B 學士,196.0,18,30 臺北市,否
國立政治大學,臺灣(歷)史研究所,D 日,D 博士,21.0,0,30 臺北市,否
國立政治大學,臺灣(歷)史研究所,D 日,M 碩士,57.0,8,30 臺北市,否
國立政治大學,哲學系,D 日,D 博士,32.0,0,30 臺北市,否
國立政治大學,哲學系,D 日,M 碩士,38.0,0,30 臺北市,否
國立政治大學,哲學系,D 日,B 學士,184.0,15,30 臺北市,否
國立政治大學,經濟學系,D 日,D 博士,20.0,0,30 臺北市,否
國立政治大學,經濟學系,D 日,M 碩士,78.0,0,30 臺北市,否
國立政治大學,經濟學系,D 日,B 學士,430.0,21,30 臺北市,否
國立政治大學,應用經濟與社會發展英語學位學程,D 日,M 碩士,8.0,0,30 臺北市,否
國立政治大學,政治學系,D 日,D 博士,31.0,0,30 臺北市,否
國立政治大學,政治學系,D 日,M 碩士,73.0,0,30 臺北市,否
國立政治大學,政治學系,D 日,B 學士,207.0,16,30 臺北市,否
國立政治大學,國家安全與大陸研究碩士,N 職,M 碩士,61.0,0,30 臺北市,否
國立政治大學,社會學系,D 日,D 博士,19.0,0,30 臺北市,否
國立政治大學,社會學系,D 日,M 碩士,49.0,0,30 臺北市,否
國立政治大學,社會學系,D 日,B 學士,211.0,12,30 臺北市,否
國立政治大學,民族(文化)學系,D 日,D 博士,28.0,0,30 臺北市,否
國立政治大學,民族(文化)學系,D 日,M 碩士,34.0,0,30 臺北市,否
國立政治大學,民族(文化)學系,D 日,B 學士,165.0,11,30 臺北市,否
國立政治大學,(應用)心理學系,D 日,D 博士,18.0,0,30 臺北市,否
國立政治大學,(應用)心理學系,D 日,M 碩士,64.0,0,30 臺北市,否
國立政治大學,(應用)心理學系,D 日,B 學士,214.0,18,30 臺北市,否
國立政治大學,輔導與諮商學系,D 日,M 碩士,25.0,0,30 臺北市,否
國立政治大學,東亞學系,D 日,D 博士,35.0,0,30 臺北市,否
國立政治大學,東亞學系,D 日,M 碩士,74.0,2,30 臺北市,否
國立政治大學,日本研究所,D 日,M 碩士,32.0,0,30 臺北市,否
國立政治大學,俄羅斯研究所,D 日,M 碩士,36.0,3,30 臺北市,否
國立政治大學,亞太研究英語學位學程,D 日,D 博士,47.0,0,30 臺北市,否
國立政治大學,亞太研究英語學位學程,D 日,M 碩士,113.0,0,30 臺北市,否
國立政治大學,公共行政學系,D 日,D 博士,23.0,0,30 臺北市,否
國立政治大學,公共行政學系,D 日,M 碩士,119.0,0,30 臺北市,否
國立政治大學,公共行政學系,D 日,B 學士,182.0,14,30 臺北市,否
國立政治大學,行政管理(暨政策)學系,N 職,M 碩士,235.0,0,30 臺北市,否
國立政治大學,地政學系,D 日,D 博士,18.0,0,30 臺北市,否
國立政治大學,地政學系,D 日,M 碩士,82.0,0,30 臺北市,否
國立政治大學,地政學系,D 日,B 學士,506.0,23,30 臺北市,是
國立政治大學,地政學系,N 職,M 碩士,96.0,0,30 臺北市,否
國立政治大學,外交學系,D 日,D 博士,21.0,0,30 臺北市,否
國立政治大學,外交學系,D 日,M 碩士,85.0,0,30 臺北市,否
國立政治大學,外交學系,D 日,B 學士,287.0,13,30 臺北市,否
國立政治大學,外交學系,N 職,M 碩士,63.0,0,30 臺北市,否
國立政治大學,國際研究英語學位學程,D 日,M 碩士,33.0,0,30 臺北市,否
國立政治大學,國際事務學院(不分系),D 日,,0.0,5,30 臺北市,否
國立政治大學,國家發展(與兩岸關係)研究所,D 日,D 博士,28.0,0,30 臺北市,否
國立政治大學,國家發展(與兩岸關係)研究所,D 日,M 碩士,70.0,10,30 臺北市,否
國立政治大學,勞工(關係)學系,D 日,M 碩士,89.0,6,30 臺北市,否
國立政治大學,傳播學系,D 日,B 學士,82.0,0,30 臺北市,否
國立政治大學,國際傳播學位學程,D 日,M 碩士,53.0,0,30 臺北市,否
國立政治大學,新聞學系,D 日,D 博士,16.0,0,30 臺北市,否
國立政治大學,新聞學系,D 日,M 碩士,69.0,0,30 臺北市,否
國立政治大學,新聞學系,D 日,B 學士,301.0,16,30 臺北市,否
國立政治大學,廣播電視(電影)學系,D 日,M 碩士,53.0,0,30 臺北市,否
國立政治大學,廣播電視(電影)學系,D 日,B 學士,167.0,9,30 臺北市,否
國立政治大學,(數位)圖書資訊學系,N 職,M 碩士,49.0,0,30 臺北市,否
國立政治大學,圖書資訊與檔案學研究所,D 日,D 博士,12.0,0,30 臺北市,否
國立政治大學,圖書資訊與檔案學研究所,D 日,M 碩士,39.0,7,30 臺北市,否
國立政治大學,廣告學系,D 日,M 碩士,25.0,0,30 臺北市,否
國立政治大學,廣告學系,D 日,B 學士,171.0,9,30 臺北市,否
國立政治大學,傳播學院(不分系),D 日,D 博士,13.0,0,30 臺北市,否
國立政治大學,傳播學院(不分系),D 日,M 碩士,76.0,0,30 臺北市,否
國立政治大學,傳播學院(不分系),D 日,B 學士,207.0,11,30 臺北市,否
國立政治大學,傳播學院(不分系),N 職,M 碩士,72.0,0,30 臺北市,否
國立政治大學,會計(與)(資訊)(科技)(系統)學系,D 日,D 博士,19.0,0,30 臺北市,否
國立政治大學,會計(與)(資訊)(科技)(系統)學系,D 日,M 碩士,133.0,0,30 臺北市,否
國立政治大學,會計(與)(資訊)(科技)(系統)學系,D 日,B 學士,444.0,19,30 臺北市,否
國立政治大學,企業管理學系,D 日,D 博士,43.0,0,30 臺北市,否
國立政治大學,企業管理學系,D 日,M 碩士,242.0,0,30 臺北市,否
國立政治大學,企業管理學系,D 日,B 學士,446.0,25,30 臺北市,否
國立政治大學,經營(與)管理(技術)學系,N 職,M 碩士,508.0,0,30 臺北市,是
國立政治大學,國際(經營)(專業)管理學位學程(含IMBA),D 日,M 碩士,149.0,1,30 臺北市,否
國立政治大學,國際經營與貿易學系,D 日,M 碩士,107.0,0,30 臺北市,否
國立政治大學,國際經營與貿易學系,D 日,B 學士,346.0,22,30 臺北市,否
國立政治大學,(應用)財務(金融)管理學系,D 日,D 博士,16.0,0,30 臺北市,否
國立政治大學,(應用)財務(金融)管理學系,D 日,M 碩士,72.0,0,30 臺北市,否
國立政治大學,(應用)財務(金融)管理學系,D 日,B 學士,203.0,12,30 臺北市,否
國立政治大學,金融學系,D 日,D 博士,30.0,0,30 臺北市,否
國立政治大學,金融學系,D 日,M 碩士,79.0,0,30 臺北市,否
國立政治大學,金融學系,D 日,B 學士,253.0,11,30 臺北市,否
國立政治大學,風險管理(與保險)學系,D 日,D 博士,20.0,0,30 臺北市,否
國立政治大學,風險管理(與保險)學系,D 日,M 碩士,71.0,0,30 臺北市,否
國立政治大學,風險管理(與保險)學系,D 日,B 學士,209.0,13,30 臺北市,否
國立政治大學,財政學系,D 日,D 博士,9.0,0,30 臺北市,否
國立政治大學,財政學系,D 日,M 碩士,67.0,0,30 臺北市,否
國立政治大學,財政學系,D 日,B 學士,437.0,17,30 臺北市,否
國立政治大學,(商務)科技管理系,D 日,D 博士,0.0,0,30 臺北市,否
國立政治大學,科技管理與智慧財產研究所,D 日,D 博士,21.0,0,30 臺北市,否
國立政治大學,科技管理與智慧財產研究所,D 日,M 碩士,141.0,10,30 臺北市,否
國立政治大學,法律學系,D 日,D 博士,53.0,0,30 臺北市,否
國立政治大學,法律學系,D 日,M 碩士,238.0,0,30 臺北市,否
國立政治大學,法律學系,D 日,B 學士,779.0,33,30 臺北市,是
國立政治大學,法律科際整合研究所,D 日,M 碩士,82.0,7,30 臺北市,否
國立政治大學,法學院,N 職,M 碩士,251.0,3,30 臺北市,否
國立政治大學,應用物理學系,D 日,M 碩士,26.0,5,30 臺北市,否
國立政治大學,應用數學系,D 日,D 博士,7.0,0,30 臺北市,否
國立政治大學,應用數學系,D 日,M 碩士,35.0,0,30 臺北市,否
國立政治大學,應用數學系,D 日,B 學士,184.0,14,30 臺北市,否
國立政治大學,統計(科學)(資訊)學系,D 日,D 博士,3.0,0,30 臺北市,否
國立政治大學,統計(科學)(資訊)學系,D 日,M 碩士,55.0,0,30 臺北市,否
國立政治大學,統計(科學)(資訊)學系,D 日,B 學士,213.0,16,30 臺北市,否
國立政治大學,資訊管理(技術)學系,D 日,D 博士,53.0,0,30 臺北市,否
國立政治大學,資訊管理(技術)學系,D 日,M 碩士,102.0,0,30 臺北市,否
國立政治大學,資訊管理(技術)學系,D 日,B 學士,322.0,25,30 臺北市,否
國立政治大學,數位內容(科技)(與)(管理)學系,D 日,M 碩士,47.0,0,30 臺北市,否
國立政治大學,資訊科學學系,D 日,D 博士,14.0,0,30 臺北市,否
國立政治大學,資訊科學學系,D 日,M 碩士,93.0,0,30 臺北市,否
國立政治大學,資訊科學學系,D 日,B 學士,193.0,19,30 臺北市,否
國立政治大學,資訊科學學系,N 職,M 碩士,75.0,0,30 臺北市,否
國立政治大學,社群網路與人智計算學位學程,D 日,D 博士,5.0,0,30 臺北市,否
國立政治大學,神經科學研究所,D 日,M 碩士,12.0,5,30 臺北市,否
國立政治大學,(社會政策與)社會工作學系,D 日,D 博士,5.0,0,30 臺北市,否
國立政治大學,(社會政策與)社會工作學系,D 日,M 碩士,57.0,7,30 臺北市,否
國立政治大學,通識及共同科目,D 日,,0.0,15,30 臺北市,否
國立政治大學,軍訓教官,D 日,,0.0,7,30 臺北市,否
國立政治大學,師資培育中心,D 日,,0.0,5,30 臺北市,否
國立政治大學,其他(包括行政助教),D 日,,0.0,24,30 臺北市,否
國立清華大學,臺灣文學系,D 日,D 博士,6.0,0,18 新竹市,否
國立清華大學,臺灣文學系,D 日,M 碩士,38.0,7,18 新竹市,否
國立清華大學,(中)國(語)文學系,D 日,D 博士,66.0,0,18 新竹市,否
國立清華大學,(中)國(語)文學系,D 日,M 碩士,70.0,0,18 新竹市,否
國立清華大學,(中)國(語)文學系,D 日,B 學士,212.0,19,18 新竹市,否
國立清華大學,外國語文學系,D 日,M 碩士,51.0,0,18 新竹市,否
國立清華大學,外國語文學系,D 日,B 學士,226.0,17,18 新竹市,否
國立清華大學,語言學研究所,D 日,D 博士,27.0,0,18 新竹市,否
國立清華大學,語言學研究所,D 日,M 碩士,47.0,10,18 新竹市,否
國立清華大學,(歷)史學系,D 日,D 博士,23.0,0,18 新竹市,否
國立清華大學,(歷)史學系,D 日,M 碩士,56.0,9,18 新竹市,否
國立清華大學,人類學系,D 日,D 博士,15.0,0,18 新竹市,否
國立清華大學,人類學系,D 日,M 碩士,42.0,8,18 新竹市,否
國立清華大學,哲學系,D 日,M 碩士,18.0,7,18 新竹市,否
國立清華大學,亞際文化研究學位學程,D 日,M 碩士,3.0,0,18 新竹市,否
國立清華大學,人文(與)社會學院(不分系),D 日,B 學士,324.0,7,18 新竹市,否
國立清華大學,經濟學系,D 日,D 博士,16.0,0,18 新竹市,否
國立清華大學,經濟學系,D 日,M 碩士,42.0,0,18 新竹市,否
國立清華大學,經濟學系,D 日,B 學士,466.0,24,18 新竹市,否
國立清華大學,社會學系,D 日,D 博士,16.0,0,18 新竹市,否
國立清華大學,社會學系,D 日,M 碩士,84.0,8,18 新竹市,否
國立清華大學,臺灣研究所,N 職,M 碩士,45.0,0,18 新竹市,否
國立清華大學,學習科學研究所,D 日,M 碩士,45.0,6,18 新竹市,否
國立清華大學,經營(與)管理(技術)學系,N 職,M 碩士,83.0,0,18 新竹市,否
國立清華大學,國際(經營)(專業)管理學位學程(含IMBA),D 日,M 碩士,34.0,0,18 新竹市,否
國立清華大學,(計量)(數量)財務金融學系,D 日,M 碩士,48.0,0,18 新竹市,否
國立清華大學,(計量)(數量)財務金融學系,D 日,B 學士,230.0,13,18 新竹市,否
國立清華大學,(商務)科技管理系,D 日,D 博士,33.0,0,18 新竹市,否
國立清華大學,(商務)科技管理系,D 日,M 碩士,48.0,11,18 新竹市,否
國立清華大學,高階(主管)(經營)(企業)管理碩士(EMBA),N 職,M 碩士,89.0,0,18 新竹市,否
國立清華大學,服務科學(管理)研究所,D 日,D 博士,3.0,0,18 新竹市,否
國立清華大學,服務科學(管理)研究所,D 日,M 碩士,51.0,7,18 新竹市,否
國立清華大學,科技管理學院(不分系),D 日,B 學士,186.0,0,18 新竹市,否
國立清華大學,科技法律學系,D 日,M 碩士,110.0,9,18 新竹市,否
國立清華大學,生命科學系,D 日,B 學士,223.0,5,18 新竹市,否
國立清華大學,(自然)生物科技學系,D 日,D 博士,55.0,0,18 新竹市,否
國立清華大學,(自然)生物科技學系,D 日,M 碩士,59.0,10,18 新竹市,否
國立清華大學,分子(生物)及細胞生物研究所,D 日,D 博士,34.0,0,18 新竹市,否
國立清華大學,分子(生物)及細胞生物研究所,D 日,M 碩士,47.0,10,18 新竹市,否
國立清華大學,生物資訊與結構生物研究所,D 日,D 博士,74.0,0,18 新竹市,否
國立清華大學,生物資訊與結構生物研究所,D 日,M 碩士,59.0,11,18 新竹市,否
國立清華大學,生命科學院(不分系),D 日,B 學士,112.0,0,18 新竹市,否
國立清華大學,系統神經科學研究所,D 日,M 碩士,21.0,4,18 新竹市,否
國立清華大學,化學系,D 日,D 博士,189.0,0,18 新竹市,否
國立清華大學,化學系,D 日,M 碩士,173.0,0,18 新竹市,否
國立清華大學,化學系,D 日,B 學士,280.0,28,18 新竹市,否
國立清華大學,物理學系,D 日,D 博士,80.0,0,18 新竹市,否
國立清華大學,物理學系,D 日,M 碩士,130.0,0,18 新竹市,否
國立清華大學,物理學系,D 日,B 學士,287.0,32,18 新竹市,否
國立清華大學,天文(物理)研究所,D 日,D 博士,14.0,0,18 新竹市,否
國立清華大學,天文(物理)研究所,D 日,M 碩士,9.0,7,18 新竹市,否
國立清華大學,先進光源科技學位學程,D 日,D 博士,6.0,0,18 新竹市,否
國立清華大學,先進光源科技學位學程,D 日,M 碩士,14.0,0,18 新竹市,否
國立清華大學,理學院(不分系),D 日,B 學士,131.0,0,18 新竹市,否
國立清華大學,數學系,D 日,D 博士,18.0,0,18 新竹市,否
國立清華大學,數學系,D 日,M 碩士,54.0,0,18 新竹市,否
國立清華大學,數學系,D 日,B 學士,242.0,24,18 新竹市,否
國立清華大學,統計(科學)(資訊)學系,D 日,D 博士,9.0,0,18 新竹市,否
國立清華大學,統計(科學)(資訊)學系,D 日,M 碩士,50.0,10,18 新竹市,否
國立清華大學,資訊系統與應用研究所,D 日,D 博士,21.0,0,18 新竹市,否
國立清華大學,資訊系統與應用研究所,D 日,M 碩士,105.0,0,18 新竹市,否
國立清華大學,電機(與控制)工程學系,D 日,D 博士,89.0,0,18 新竹市,否
國立清華大學,電機(與控制)工程學系,D 日,M 碩士,350.0,0,18 新竹市,否
國立清華大學,電機(與控制)工程學系,D 日,B 學士,452.0,66,18 新竹市,否
國立清華大學,(微)電子(工程)學系,D 日,D 博士,80.0,0,18 新竹市,否
國立清華大學,(微)電子(工程)學系,D 日,M 碩士,162.0,0,18 新竹市,否
國立清華大學,光電(科學與)工程學系,D 日,D 博士,37.0,0,18 新竹市,否
國立清華大學,光電(科學與)工程學系,D 日,M 碩士,111.0,0,18 新竹市,否
國立清華大學,資訊工程學系,D 日,D 博士,90.0,0,18 新竹市,否
國立清華大學,資訊工程學系,D 日,M 碩士,371.0,0,18 新竹市,否
國立清華大學,資訊工程學系,D 日,B 學士,534.0,43,18 新竹市,是
國立清華大學,(光電與)通訊(工程)學系,D 日,D 博士,20.0,0,18 新竹市,否
國立清華大學,(光電與)通訊(工程)學系,D 日,M 碩士,116.0,0,18 新竹市,否
國立清華大學,社群網路與人智計算學位學程,D 日,D 博士,6.0,0,18 新竹市,否
國立清華大學,電資類產業研發專班,D 日,M 碩士,2.0,0,18 新竹市,否
國立清華大學,電機(資訊)學院,D 日,B 學士,91.0,0,18 新竹市,否
國立清華大學,(動力)機械工程學系,D 日,D 博士,96.0,0,18 新竹市,否
國立清華大學,(動力)機械工程學系,D 日,M 碩士,264.0,0,18 新竹市,否
國立清華大學,(動力)機械工程學系,D 日,B 學士,440.0,35,18 新竹市,否
國立清華大學,化學工程學系,D 日,D 博士,113.0,0,18 新竹市,否
國立清華大學,化學工程學系,D 日,M 碩士,155.0,0,18 新竹市,否
國立清華大學,化學工程學系,D 日,B 學士,218.0,26,18 新竹市,否
國立清華大學,材料科學(與)(工程)學系,D 日,D 博士,170.0,0,18 新竹市,否
國立清華大學,材料科學(與)(工程)學系,D 日,M 碩士,242.0,0,18 新竹市,否
國立清華大學,材料科學(與)(工程)學系,D 日,B 學士,431.0,34,18 新竹市,否
國立清華大學,奈米工程與微系統研究所,D 日,D 博士,51.0,0,18 新竹市,否
國立清華大學,奈米工程與微系統研究所,D 日,M 碩士,56.0,9,18 新竹市,否
國立清華大學,工業工程(與)(科技)(系統)(工程)(管理)學系,D 日,D 博士,70.0,0,18 新竹市,否
國立清華大學,工業工程(與)(科技)(系統)(工程)(管理)學系,D 日,M 碩士,202.0,0,18 新竹市,否
國立清華大學,工業工程(與)(科技)(系統)(工程)(管理)學系,D 日,B 學士,277.0,22,18 新竹市,否
國立清華大學,工業工程(與)(科技)(系統)(工程)(管理)學系,N 職,M 碩士,88.0,0,18 新竹市,否
國立清華大學,生醫工程與環境科學系,D 日,D 博士,62.0,0,18 新竹市,否
國立清華大學,生醫工程與環境科學系,D 日,M 碩士,103.0,0,18 新竹市,否
國立清華大學,生醫工程與環境科學系,D 日,B 學士,186.0,22,18 新竹市,否
國立清華大學,生物醫學工程學系,D 日,M 碩士,33.0,4,18 新竹市,否
國立清華大學,工程與系統科學系,D 日,D 博士,104.0,0,18 新竹市,否
國立清華大學,工程與系統科學系,D 日,M 碩士,165.0,0,18 新竹市,否
國立清華大學,工程與系統科學系,D 日,B 學士,433.0,27,18 新竹市,否
國立清華大學,核子工程與科學研究所,D 日,D 博士,41.0,0,18 新竹市,否
國立清華大學,核子工程與科學研究所,D 日,M 碩士,46.0,8,18 新竹市,否
國立清華大學,原子科學院(不分系),D 日,B 學士,77.0,0,18 新竹市,否
國立清華大學,工學院(不分系),D 日,B 學士,116.0,0,18 新竹市,否
國立清華大學,(微免暨)分子醫學研究所,D 日,D 博士,52.0,0,18 新竹市,否
國立清華大學,(微免暨)分子醫學研究所,D 日,M 碩士,34.0,7,18 新竹市,否
國立清華大學,醫學科學系,D 日,B 學士,71.0,5,18 新竹市,否
國立清華大學,不分系,D 日,B 學士,35.0,0,18 新竹市,否
國立清華大學,通識及共同科目,D 日,,0.0,26,18 新竹市,否
國立清華大學,軍訓教官,D 日,,0.0,7,18 新竹市,否
國立清華大學,師資培育中心,D 日,,0.0,9,18 新竹市,否
國立清華大學,其他(包括行政助教),D 日,,0.0,9,18 新竹市,否
國立臺灣大學,華語(文)教學學系,D 日,M 碩士,39.0,3,30 臺北市,否
國立臺灣大學,音樂學系,D 日,M 碩士,35.0,7,30 臺北市,否
國立臺灣大學,戲劇學系,D 日,D 博士,3.0,0,30 臺北市,否
國立臺灣大學,戲劇學系,D 日,M 碩士,42.0,0,30 臺北市,否
國立臺灣大學,戲劇學系,D 日,B 學士,170.0,12,30 臺北市,否
國立臺灣大學,藝術史學系,D 日,D 博士,5.0,0,30 臺北市,否
國立臺灣大學,藝術史學系,D 日,M 碩士,40.0,6,30 臺北市,否
國立臺灣大學,臺灣文學系,D 日,D 博士,13.0,0,30 臺北市,否
國立臺灣大學,臺灣文學系,D 日,M 碩士,44.0,6,30 臺北市,否
國立臺灣大學,(中)國(語)文學系,D 日,D 博士,59.0,0,30 臺北市,否
國立臺灣大學,(中)國(語)文學系,D 日,M 碩士,98.0,0,30 臺北市,否
國立臺灣大學,(中)國(語)文學系,D 日,B 學士,325.0,50,30 臺北市,否
國立臺灣大學,(中)國(語)文學系,P 進,B 學士,2.0,0,30 臺北市,否
國立臺灣大學,外國語文學系,D 日,D 博士,27.0,0,30 臺北市,否
國立臺灣大學,外國語文學系,D 日,M 碩士,59.0,0,30 臺北市,否
國立臺灣大學,外國語文學系,D 日,B 學士,571.0,83,30 臺北市,是
國立臺灣大學,外國語文學系,P 進,B 學士,2.0,0,30 臺北市,否
國立臺灣大學,日本語文學系,D 日,M 碩士,49.0,0,30 臺北市,否
國立臺灣大學,日本語文學系,D 日,B 學士,249.0,12,30 臺北市,否
國立臺灣大學,翻譯學系,D 日,M 碩士,29.0,3,30 臺北市,否
國立臺灣大學,語言學研究所,D 日,D 博士,10.0,0,30 臺北市,否
國立臺灣大學,語言學研究所,D 日,M 碩士,30.0,7,30 臺北市,否
國立臺灣大學,(歷)史學系,D 日,D 博士,52.0,0,30 臺北市,否
國立臺灣大學,(歷)史學系,D 日,M 碩士,72.0,0,30 臺北市,否
國立臺灣大學,(歷)史學系,D 日,B 學士,262.0,26,30 臺北市,否
國立臺灣大學,(歷)史學系,P 進,B 學士,1.0,0,30 臺北市,否
國立臺灣大學,人類學系,D 日,D 博士,19.0,0,30 臺北市,否
國立臺灣大學,人類學系,D 日,M 碩士,32.0,0,30 臺北市,否
國立臺灣大學,人類學系,D 日,B 學士,148.0,13,30 臺北市,否
國立臺灣大學,哲學系,D 日,D 博士,37.0,0,30 臺北市,否
國立臺灣大學,哲學系,D 日,M 碩士,45.0,0,30 臺北市,否
國立臺灣大學,哲學系,D 日,B 學士,174.0,21,30 臺北市,否
國立臺灣大學,經濟學系,D 日,D 博士,30.0,0,30 臺北市,否
國立臺灣大學,經濟學系,D 日,M 碩士,107.0,0,30 臺北市,否
國立臺灣大學,經濟學系,D 日,B 學士,596.0,39,30 臺北市,是
國立臺灣大學,經濟學系,N 職,M 碩士,76.0,0,30 臺北市,否
國立臺灣大學,政治學系,D 日,D 博士,38.0,0,30 臺北市,否
國立臺灣大學,政治學系,D 日,M 碩士,163.0,0,30 臺北市,否
國立臺灣大學,政治學系,D 日,B 學士,789.0,25,30 臺北市,是
國立臺灣大學,政治學系,N 職,M 碩士,73.0,0,30 臺北市,否
國立臺灣大學,社會學系,D 日,D 博士,13.0,0,30 臺北市,否
國立臺灣大學,社會學系,D 日,M 碩士,54.0,0,30 臺北市,否
國立臺灣大學,社會學系,D 日,B 學士,206.0,19,30 臺北市,否
國立臺灣大學,(應用)心理學系,D 日,D 博士,52.0,0,30 臺北市,否
國立臺灣大學,(應用)心理學系,D 日,M 碩士,125.0,0,30 臺北市,否
國立臺灣大學,(應用)心理學系,D 日,B 學士,266.0,26,30 臺北市,否
國立臺灣大學,地理環境資源學系,D 日,D 博士,27.0,0,30 臺北市,否
國立臺灣大學,地理環境資源學系,D 日,M 碩士,57.0,0,30 臺北市,否
國立臺灣大學,地理環境資源學系,D 日,B 學士,155.0,17,30 臺北市,否
國立臺灣大學,地理環境資源學系,N 職,M 碩士,4.0,0,30 臺北市,否
國立臺灣大學,公共事務(管理)學系,D 日,M 碩士,15.0,6,30 臺北市,否
國立臺灣大學,國家發展(與兩岸關係)研究所,D 日,D 博士,80.0,0,30 臺北市,否
國立臺灣大學,國家發展(與兩岸關係)研究所,D 日,M 碩士,232.0,18,30 臺北市,否
國立臺灣大學,國家發展(與兩岸關係)研究所,N 職,M 碩士,75.0,0,30 臺北市,否
國立臺灣大學,新聞學系,D 日,M 碩士,92.0,7,30 臺北市,否
國立臺灣大學,(數位)圖書資訊學系,D 日,D 博士,20.0,0,30 臺北市,否
國立臺灣大學,(數位)圖書資訊學系,D 日,M 碩士,78.0,0,30 臺北市,否
國立臺灣大學,(數位)圖書資訊學系,D 日,B 學士,201.0,14,30 臺北市,否
國立臺灣大學,(數位)圖書資訊學系,N 職,M 碩士,1.0,0,30 臺北市,否
國立臺灣大學,商學系,D 日,D 博士,30.0,0,30 臺北市,否
國立臺灣大學,商學系,D 日,M 碩士,137.0,5,30 臺北市,否
國立臺灣大學,會計(與)(資訊)(科技)(系統)學系,D 日,D 博士,30.0,0,30 臺北市,否
國立臺灣大學,會計(與)(資訊)(科技)(系統)學系,D 日,M 碩士,117.0,0,30 臺北市,否
國立臺灣大學,會計(與)(資訊)(科技)(系統)學系,D 日,B 學士,515.0,25,30 臺北市,是
國立臺灣大學,企業管理學系,P 進,B 學士,1.0,0,30 臺北市,否
國立臺灣大學,工商管理學系,D 日,B 學士,451.0,18,30 臺北市,否
國立臺灣大學,國際企業(與)(管理)學系,D 日,D 博士,71.0,0,30 臺北市,否
國立臺灣大學,國際企業(與)(管理)學系,D 日,M 碩士,148.0,0,30 臺北市,否
國立臺灣大學,國際企業(與)(管理)學系,D 日,B 學士,402.0,23,30 臺北市,否
國立臺灣大學,(計量)(數量)財務金融學系,D 日,D 博士,26.0,0,30 臺北市,否
國立臺灣大學,(計量)(數量)財務金融學系,D 日,M 碩士,145.0,0,30 臺北市,否
國立臺灣大學,(計量)(數量)財務金融學系,D 日,B 學士,511.0,24,30 臺北市,是
國立臺灣大學,高階(主管)(經營)(企業)管理碩士(EMBA),D 日,M 碩士,112.0,1,30 臺北市,否
國立臺灣大學,高階(主管)(經營)(企業)管理碩士(EMBA),N 職,M 碩士,655.0,0,30 臺北市,是
