學校名稱,科系名稱,就讀類型,等級別,學生數,教師數,縣市,大型科系
國立臺灣師範大學,圖文傳播(藝術)學系,N 職,M 碩士,74.0,0,30 臺北市,否
國立臺灣師範大學,企業管理學系,D 日,B 學士,223.0,7,30 臺北市,否
國立臺灣師範大學,管理(科學)學系,D 日,M 碩士,65.0,6,30 臺北市,否
國立臺灣師範大學,(國際)人力資源發展學系,D 日,M 碩士,58.0,5,30 臺北市,否
國立臺灣師範大學,高階(主管)(經營)(企業)管理碩士(EMBA),N 職,M 碩士,158.0,0,30 臺北市,否
國立臺灣師範大學,管理學院(不分系),D 日,,0.0,1,30 臺北市,否
國立臺灣師範大學,生命科學系,D 日,D 博士,57.0,0,30 臺北市,否
國立臺灣師範大學,生命科學系,D 日,M 碩士,105.0,0,30 臺北市,否
國立臺灣師範大學,生命科學系,D 日,B 學士,240.0,32,30 臺北市,否
國立臺灣師範大學,生命科學系,N 職,M 碩士,3.0,0,30 臺北市,否
國立臺灣師範大學,生物多樣性研究所,D 日,D 博士,22.0,0,30 臺北市,否
國立臺灣師範大學,化學系,D 日,D 博士,41.0,0,30 臺北市,否
國立臺灣師範大學,化學系,D 日,M 碩士,180.0,0,30 臺北市,否
國立臺灣師範大學,化學系,D 日,B 學士,322.0,27,30 臺北市,否
國立臺灣師範大學,化學系,S 暑,M 碩士,0.0,0,30 臺北市,否
國立臺灣師範大學,地球科學系,D 日,D 博士,22.0,0,30 臺北市,否
國立臺灣師範大學,地球科學系,D 日,M 碩士,71.0,0,30 臺北市,否
國立臺灣師範大學,地球科學系,D 日,B 學士,163.0,18,30 臺北市,否
國立臺灣師範大學,物理學系,D 日,D 博士,30.0,0,30 臺北市,否
國立臺灣師範大學,物理學系,D 日,M 碩士,77.0,0,30 臺北市,否
國立臺灣師範大學,物理學系,D 日,B 學士,303.0,31,30 臺北市,否
國立臺灣師範大學,數學系,D 日,D 博士,20.0,0,30 臺北市,否
國立臺灣師範大學,數學系,D 日,M 碩士,69.0,0,30 臺北市,否
國立臺灣師範大學,數學系,D 日,B 學士,378.0,33,30 臺北市,否
國立臺灣師範大學,數學系,N 職,M 碩士,0.0,0,30 臺北市,否
國立臺灣師範大學,數學系,S 暑,M 碩士,25.0,0,30 臺北市,否
國立臺灣師範大學,電機(與控制)工程學系,D 日,M 碩士,67.0,0,30 臺北市,否
國立臺灣師範大學,電機(與控制)工程學系,D 日,B 學士,188.0,13,30 臺北市,否
國立臺灣師範大學,光電科技(學)研究所,D 日,D 博士,6.0,0,30 臺北市,否
國立臺灣師範大學,光電科技(學)研究所,D 日,M 碩士,54.0,8,30 臺北市,否
國立臺灣師範大學,資訊工程學系,D 日,D 博士,15.0,0,30 臺北市,否
國立臺灣師範大學,資訊工程學系,D 日,M 碩士,117.0,0,30 臺北市,否
國立臺灣師範大學,資訊工程學系,D 日,B 學士,185.0,16,30 臺北市,否
國立臺灣師範大學,(機械與)機電工程學系,D 日,D 博士,13.0,0,30 臺北市,否
國立臺灣師範大學,(機械與)機電工程學系,D 日,M 碩士,59.0,0,30 臺北市,否
國立臺灣師範大學,(機械與)機電工程學系,D 日,B 學士,227.0,15,30 臺北市,否
國立臺灣師範大學,(機械與)機電工程學系,N 職,M 碩士,2.0,0,30 臺北市,否
國立臺灣師範大學,海洋環境科技研究所,D 日,M 碩士,9.0,5,30 臺北市,否
國立臺灣師範大學,復健諮商研究所,D 日,M 碩士,34.0,4,30 臺北市,否
國立臺灣師範大學,(社會政策與)社會工作學系,D 日,M 碩士,63.0,5,30 臺北市,否
國立臺灣師範大學,運動競技學系,D 日,M 碩士,70.0,0,30 臺北市,否
國立臺灣師範大學,運動競技學系,D 日,B 學士,262.0,18,30 臺北市,否
國立臺灣師範大學,運動休閒與餐旅管理研究所,D 日,D 博士,13.0,0,30 臺北市,否
國立臺灣師範大學,運動休閒與餐旅管理研究所,D 日,M 碩士,107.0,11,30 臺北市,否
國立臺灣師範大學,運動休閒與餐旅管理研究所,N 職,M 碩士,71.0,0,30 臺北市,否
國立臺灣師範大學,通識及共同科目,D 日,,0.0,6,30 臺北市,否
國立臺灣師範大學,軍訓教官,D 日,,0.0,4,30 臺北市,否
國立臺灣師範大學,師資培育中心,D 日,,0.0,4,30 臺北市,否
國立臺灣師範大學,僑生先修課程教師,D 日,,0.0,48,30 臺北市,否
國立成功大學,教育學系,D 日,D 博士,30.0,0,21 臺南市,否
國立成功大學,教育學系,D 日,M 碩士,63.0,9,21 臺南市,否
國立成功大學,藝術學系,D 日,M 碩士,54.0,6,21 臺南市,否
國立成功大學,科技藝術研究所,D 日,M 碩士,4.0,0,21 臺南市,否
國立成功大學,臺灣文學系,D 日,D 博士,29.0,0,21 臺南市,否
國立成功大學,臺灣文學系,D 日,M 碩士,43.0,0,21 臺南市,否
國立成功大學,臺灣文學系,D 日,B 學士,214.0,16,21 臺南市,否
國立成功大學,臺灣文學系,N 職,M 碩士,12.0,0,21 臺南市,否
國立成功大學,(中)國(語)文學系,D 日,D 博士,57.0,0,21 臺南市,否
國立成功大學,(中)國(語)文學系,D 日,M 碩士,86.0,0,21 臺南市,否
國立成功大學,(中)國(語)文學系,D 日,B 學士,254.0,30,21 臺南市,否
國立成功大學,(中)國(語)文學系,N 職,M 碩士,2.0,0,21 臺南市,否
國立成功大學,外國語文學系,D 日,D 博士,20.0,0,21 臺南市,否
國立成功大學,外國語文學系,D 日,M 碩士,68.0,0,21 臺南市,否
國立成功大學,外國語文學系,D 日,B 學士,275.0,35,21 臺南市,否
國立成功大學,外國語文學系,N 職,M 碩士,0.0,0,21 臺南市,否
國立成功大學,(歷)史學系,D 日,D 博士,30.0,0,21 臺南市,否
國立成功大學,(歷)史學系,D 日,M 碩士,60.0,0,21 臺南市,否
國立成功大學,(歷)史學系,D 日,B 學士,246.0,25,21 臺南市,否
國立成功大學,(歷)史學系,N 職,M 碩士,1.0,0,21 臺南市,否
國立成功大學,考古學系,D 日,M 碩士,6.0,0,21 臺南市,否
國立成功大學,創意產業設計研究所,D 日,D 博士,32.0,0,21 臺南市,否
國立成功大學,創意產業設計研究所,D 日,M 碩士,53.0,7,21 臺南市,否
國立成功大學,工業(產品)設計學系,D 日,D 博士,74.0,0,21 臺南市,否
國立成功大學,工業(產品)設計學系,D 日,M 碩士,87.0,0,21 臺南市,否
國立成功大學,工業(產品)設計學系,D 日,B 學士,225.0,14,21 臺南市,否
國立成功大學,工業(產品)設計學系,N 職,M 碩士,48.0,0,21 臺南市,否
國立成功大學,經濟學系,D 日,M 碩士,33.0,0,21 臺南市,否
國立成功大學,經濟學系,D 日,B 學士,285.0,12,21 臺南市,否
國立成功大學,政治經濟學系,D 日,D 博士,14.0,0,21 臺南市,否
國立成功大學,政治經濟學系,D 日,M 碩士,39.0,0,21 臺南市,否
國立成功大學,政治經濟學系,N 職,M 碩士,48.0,0,21 臺南市,否
國立成功大學,政治學系,D 日,B 學士,238.0,17,21 臺南市,否
國立成功大學,(應用)心理學系,D 日,M 碩士,48.0,0,21 臺南市,否
國立成功大學,(應用)心理學系,D 日,B 學士,242.0,12,21 臺南市,否
國立成功大學,行為醫學研究所,D 日,M 碩士,36.0,5,21 臺南市,否
國立成功大學,會計(與)(資訊)(科技)(系統)學系,D 日,D 博士,7.0,0,21 臺南市,否
國立成功大學,會計(與)(資訊)(科技)(系統)學系,D 日,M 碩士,76.0,0,21 臺南市,否
國立成功大學,會計(與)(資訊)(科技)(系統)學系,D 日,B 學士,264.0,15,21 臺南市,否
國立成功大學,企業管理學系,D 日,D 博士,29.0,0,21 臺南市,否
國立成功大學,企業管理學系,D 日,M 碩士,111.0,0,21 臺南市,否
國立成功大學,企業管理學系,D 日,B 學士,266.0,18,21 臺南市,否
國立成功大學,企業管理學系,N 職,M 碩士,77.0,0,21 臺南市,否
國立成功大學,經營(與)管理(技術)學系,D 日,M 碩士,53.0,0,21 臺南市,否
國立成功大學,國際企業(與)(管理)學系,D 日,D 博士,5.0,0,21 臺南市,否
國立成功大學,國際企業(與)(管理)學系,D 日,M 碩士,60.0,0,21 臺南市,否
國立成功大學,國際(經營)(專業)管理學位學程(含IMBA),D 日,D 博士,17.0,0,21 臺南市,否
國立成功大學,國際(經營)(專業)管理學位學程(含IMBA),D 日,M 碩士,83.0,7,21 臺南市,否
國立成功大學,國際(經營)(專業)管理學位學程(含IMBA),N 職,M 碩士,49.0,0,21 臺南市,否
國立成功大學,(計量)(數量)財務金融學系,D 日,D 博士,6.0,0,21 臺南市,否
國立成功大學,(計量)(數量)財務金融學系,D 日,M 碩士,60.0,0,21 臺南市,否
國立成功大學,(計量)(數量)財務金融學系,N 職,M 碩士,137.0,0,21 臺南市,否
國立成功大學,工業與資訊管理學系,D 日,D 博士,29.0,0,21 臺南市,否
國立成功大學,工業與資訊管理學系,D 日,M 碩士,87.0,0,21 臺南市,否
國立成功大學,工業與資訊管理學系,D 日,B 學士,247.0,22,21 臺南市,否
國立成功大學,工業與資訊管理學系,N 職,M 碩士,88.0,0,21 臺南市,否
國立成功大學,電信管理研究所,D 日,M 碩士,37.0,0,21 臺南市,否
國立成功大學,高階(主管)(經營)(企業)管理碩士(EMBA),N 職,M 碩士,193.0,0,21 臺南市,否
國立成功大學,法律學系,D 日,D 博士,22.0,0,21 臺南市,否
國立成功大學,法律學系,D 日,M 碩士,174.0,0,21 臺南市,否
國立成功大學,法律學系,D 日,B 學士,279.0,22,21 臺南市,否
國立成功大學,生命科學系,D 日,D 博士,33.0,0,21 臺南市,否
國立成功大學,生命科學系,D 日,M 碩士,61.0,0,21 臺南市,否
國立成功大學,生命科學系,D 日,B 學士,192.0,20,21 臺南市,否
國立成功大學,熱帶植物科學研究所,D 日,M 碩士,17.0,5,21 臺南市,否
國立成功大學,(自然)生物科技學系,D 日,D 博士,25.0,0,21 臺南市,否
國立成功大學,(自然)生物科技學系,D 日,M 碩士,47.0,9,21 臺南市,否
國立成功大學,生物科技與產業科學系,D 日,B 學士,29.0,0,21 臺南市,否
國立成功大學,微生物(與)免疫學系,D 日,M 碩士,56.0,13,21 臺南市,否
國立成功大學,生物化學(暨分子生物)研究所,D 日,M 碩士,51.0,11,21 臺南市,否
國立成功大學,生物(資訊與)訊息傳遞研究所,D 日,D 博士,20.0,0,21 臺南市,否
國立成功大學,生物(資訊與)訊息傳遞研究所,D 日,M 碩士,20.0,9,21 臺南市,否
國立成功大學,跨領域神經科學學位學程,D 日,D 博士,9.0,0,21 臺南市,否
國立成功大學,化學系,D 日,D 博士,33.0,0,21 臺南市,否
國立成功大學,化學系,D 日,M 碩士,115.0,0,21 臺南市,否
國立成功大學,化學系,D 日,B 學士,245.0,22,21 臺南市,否
國立成功大學,地球科學系,D 日,D 博士,20.0,0,21 臺南市,否
國立成功大學,地球科學系,D 日,M 碩士,61.0,0,21 臺南市,否
國立成功大學,地球科學系,D 日,B 學士,186.0,18,21 臺南市,否
國立成功大學,地球科學系,N 職,M 碩士,28.0,0,21 臺南市,否
國立成功大學,物理學系,D 日,D 博士,41.0,0,21 臺南市,否
國立成功大學,物理學系,D 日,M 碩士,94.0,0,21 臺南市,否
國立成功大學,物理學系,D 日,B 學士,220.0,33,21 臺南市,否
國立成功大學,太空(天文)與電漿科學研究所,D 日,D 博士,1.0,0,21 臺南市,否
國立成功大學,太空(天文)與電漿科學研究所,D 日,M 碩士,32.0,6,21 臺南市,否
國立成功大學,海洋科技與事務研究所,D 日,D 博士,18.0,0,21 臺南市,否
國立成功大學,海洋科技與事務研究所,D 日,M 碩士,19.0,0,21 臺南市,否
國立成功大學,自然災害減災及管理學位學程,D 日,M 碩士,21.0,0,21 臺南市,否
國立成功大學,數學系,D 日,D 博士,13.0,0,21 臺南市,否
國立成功大學,數學系,D 日,M 碩士,53.0,0,21 臺南市,否
國立成功大學,數學系,D 日,B 學士,219.0,33,21 臺南市,否
國立成功大學,統計(科學)(資訊)學系,D 日,D 博士,5.0,0,21 臺南市,否
國立成功大學,統計(科學)(資訊)學系,D 日,M 碩士,49.0,0,21 臺南市,否
國立成功大學,統計(科學)(資訊)學系,D 日,B 學士,243.0,16,21 臺南市,否
國立成功大學,資訊管理(技術)學系,D 日,D 博士,15.0,0,21 臺南市,否
國立成功大學,資訊管理(技術)學系,D 日,M 碩士,53.0,0,21 臺南市,否
國立成功大學,多媒體系統與智慧型運算工程學位學程,D 日,D 博士,4.0,0,21 臺南市,否
國立成功大學,電機(與控制)工程學系,D 日,D 博士,169.0,0,21 臺南市,否
國立成功大學,電機(與控制)工程學系,D 日,M 碩士,434.0,0,21 臺南市,否
國立成功大學,電機(與控制)工程學系,D 日,B 學士,594.0,81,21 臺南市,是
國立成功大學,電機(與控制)工程學系,N 職,M 碩士,75.0,0,21 臺南市,否
國立成功大學,(微)電子(工程)學系,D 日,D 博士,70.0,0,21 臺南市,否
國立成功大學,(微)電子(工程)學系,D 日,M 碩士,108.0,0,21 臺南市,否
國立成功大學,光電(科學與)工程學系,D 日,D 博士,59.0,0,21 臺南市,否
國立成功大學,光電(科學與)工程學系,D 日,M 碩士,138.0,0,21 臺南市,否
國立成功大學,光電(科學與)工程學系,D 日,B 學士,206.0,21,21 臺南市,否
國立成功大學,資訊工程學系,D 日,D 博士,74.0,0,21 臺南市,否
國立成功大學,資訊工程學系,D 日,M 碩士,255.0,0,21 臺南市,否
國立成功大學,資訊工程學系,D 日,B 學士,445.0,39,21 臺南市,否
國立成功大學,電腦與通信(工程)研究所,D 日,D 博士,66.0,0,21 臺南市,否
國立成功大學,電腦與通信(工程)研究所,D 日,M 碩士,233.0,0,21 臺南市,否
國立成功大學,製造資訊與系統研究所,D 日,D 博士,32.0,0,21 臺南市,否
國立成功大學,製造資訊與系統研究所,D 日,M 碩士,64.0,0,21 臺南市,否
國立成功大學,奈米積體電路工程學位學程,D 日,M 碩士,27.0,0,21 臺南市,否
國立成功大學,電資類產業研發專班,D 日,M 碩士,34.0,0,21 臺南市,否
國立成功大學,(動力)機械工程學系,D 日,D 博士,72.0,0,21 臺南市,否
國立成功大學,(動力)機械工程學系,D 日,M 碩士,352.0,0,21 臺南市,否
國立成功大學,(動力)機械工程學系,D 日,B 學士,687.0,55,21 臺南市,是
國立成功大學,(動力)機械工程學系,N 職,M 碩士,0.0,0,21 臺南市,否
國立成功大學,航空太空工程學系,D 日,D 博士,57.0,0,21 臺南市,否
國立成功大學,航空太空工程學系,D 日,M 碩士,210.0,0,21 臺南市,否
國立成功大學,航空太空工程學系,D 日,B 學士,264.0,36,21 臺南市,否
國立成功大學,航空太空工程學系,N 職,M 碩士,44.0,0,21 臺南市,否
國立成功大學,系統及船舶機電工程學系,D 日,D 博士,15.0,0,21 臺南市,否
國立成功大學,系統及船舶機電工程學系,D 日,M 碩士,99.0,0,21 臺南市,否
國立成功大學,系統及船舶機電工程學系,D 日,B 學士,214.0,17,21 臺南市,否
國立成功大學,土木工程學系,D 日,D 博士,39.0,0,21 臺南市,否
國立成功大學,土木工程學系,D 日,M 碩士,226.0,0,21 臺南市,否
國立成功大學,土木工程學系,D 日,B 學士,467.0,35,21 臺南市,否
國立成功大學,土木工程學系,N 職,M 碩士,52.0,0,21 臺南市,否
國立成功大學,化學工程學系,D 日,D 博士,55.0,0,21 臺南市,否
國立成功大學,化學工程學系,D 日,M 碩士,221.0,0,21 臺南市,否
國立成功大學,化學工程學系,D 日,B 學士,573.0,38,21 臺南市,是
國立成功大學,材料科學(與)(工程)學系,D 日,D 博士,103.0,0,21 臺南市,否
國立成功大學,材料科學(與)(工程)學系,D 日,M 碩士,238.0,0,21 臺南市,否
國立成功大學,材料科學(與)(工程)學系,D 日,B 學士,348.0,30,21 臺南市,否
國立成功大學,資源工程學系,D 日,D 博士,59.0,0,21 臺南市,否
國立成功大學,資源工程學系,D 日,M 碩士,93.0,0,21 臺南市,否
國立成功大學,資源工程學系,D 日,B 學士,221.0,17,21 臺南市,否
國立成功大學,尖端材料國際學位學程,D 日,M 碩士,26.0,0,21 臺南市,否
國立成功大學,測量及空間資訊學系,D 日,D 博士,25.0,0,21 臺南市,否
國立成功大學,測量及空間資訊學系,D 日,M 碩士,57.0,0,21 臺南市,否
國立成功大學,測量及空間資訊學系,D 日,B 學士,207.0,15,21 臺南市,否
國立成功大學,環境工程學系,D 日,D 博士,29.0,0,21 臺南市,否
國立成功大學,環境工程學系,D 日,M 碩士,87.0,0,21 臺南市,否
國立成功大學,環境工程學系,D 日,B 學士,241.0,18,21 臺南市,否
國立成功大學,水利(及海洋)工程學系,D 日,D 博士,40.0,0,21 臺南市,否
國立成功大學,水利(及海洋)工程學系,D 日,M 碩士,103.0,0,21 臺南市,否
國立成功大學,水利(及海洋)工程學系,D 日,B 學士,215.0,24,21 臺南市,否
國立成功大學,水利(及海洋)工程學系,N 職,M 碩士,31.0,0,21 臺南市,否
國立成功大學,生物醫學工程學系,D 日,D 博士,73.0,0,21 臺南市,否
國立成功大學,生物醫學工程學系,D 日,M 碩士,100.0,0,21 臺南市,否
國立成功大學,生物醫學工程學系,D 日,B 學士,126.0,14,21 臺南市,否
國立成功大學,工程科學(及海洋工程)學系,D 日,D 博士,53.0,0,21 臺南市,否
國立成功大學,工程科學(及海洋工程)學系,D 日,M 碩士,186.0,0,21 臺南市,否
國立成功大學,工程科學(及海洋工程)學系,D 日,B 學士,244.0,22,21 臺南市,否
國立成功大學,工程科學(及海洋工程)學系,N 職,M 碩士,98.0,0,21 臺南市,否
國立成功大學,工程管理研究所,N 職,M 碩士,124.0,0,21 臺南市,否
國立成功大學,能源(應用)(工程)系,D 日,B 學士,98.0,0,21 臺南市,否
國立成功大學,建築(工程)學系,D 日,D 博士,76.0,0,21 臺南市,否
國立成功大學,建築(工程)學系,D 日,M 碩士,190.0,0,21 臺南市,否
國立成功大學,建築(工程)學系,D 日,B 學士,305.0,28,21 臺南市,否
國立成功大學,建築(工程)學系,N 職,M 碩士,45.0,0,21 臺南市,否
國立成功大學,都市計劃(與景觀建築)學系,D 日,D 博士,23.0,0,21 臺南市,否
國立成功大學,都市計劃(與景觀建築)學系,D 日,M 碩士,126.0,0,21 臺南市,否
國立成功大學,都市計劃(與景觀建築)學系,D 日,B 學士,213.0,17,21 臺南市,否
國立成功大學,醫學系,D 日,B 學士,531.0,141,21 臺南市,是
國立成功大學,臨床醫學研究所,D 日,D 博士,71.0,0,21 臺南市,否
國立成功大學,臨床醫學研究所,D 日,M 碩士,36.0,14,21 臺南市,否
國立成功大學,臨床醫學研究所,N 職,M 碩士,24.0,0,21 臺南市,否
國立成功大學,(微免暨)分子醫學研究所,D 日,M 碩士,38.0,8,21 臺南市,否
國立成功大學,生理學研究所,D 日,M 碩士,27.0,11,21 臺南市,否
國立成功大學,細胞生物與解剖學研究所,D 日,M 碩士,22.0,10,21 臺南市,否
國立成功大學,基礎醫學研究所,D 日,D 博士,143.0,0,21 臺南市,否
國立成功大學,公共衛生學系,D 日,D 博士,15.0,0,21 臺南市,否
國立成功大學,公共衛生學系,D 日,M 碩士,36.0,9,21 臺南市,否
國立成功大學,公共衛生學系,N 職,M 碩士,8.0,0,21 臺南市,否
國立成功大學,環境醫學研究所,D 日,D 博士,22.0,0,21 臺南市,否
國立成功大學,環境醫學研究所,D 日,M 碩士,61.0,0,21 臺南市,否
國立成功大學,藥學系,D 日,B 學士,56.0,12,21 臺南市,否
國立成功大學,藥理(暨毒理)(學)研究所,D 日,M 碩士,29.0,9,21 臺南市,否
國立成功大學,臨床藥學與藥物科技研究所,D 日,D 博士,22.0,0,21 臺南市,否
國立成功大學,臨床藥學與藥物科技研究所,D 日,M 碩士,22.0,0,21 臺南市,否
國立成功大學,物理治療系,D 日,M 碩士,23.0,0,21 臺南市,否
國立成功大學,物理治療系,D 日,B 學士,138.0,10,21 臺南市,否
國立成功大學,職能治療學系,D 日,M 碩士,20.0,0,21 臺南市,否
國立成功大學,職能治療學系,D 日,B 學士,125.0,11,21 臺南市,否
國立成功大學,護理學系,D 日,M 碩士,80.0,0,21 臺南市,否
國立成功大學,護理學系,D 日,B 學士,130.0,15,21 臺南市,否
國立成功大學,健康照護(科學)(管理)學系,D 日,D 博士,63.0,6,21 臺南市,否
國立成功大學,醫學檢驗(暨)生物技術學系,D 日,M 碩士,42.0,0,21 臺南市,否
國立成功大學,醫學檢驗(暨)生物技術學系,D 日,B 學士,135.0,14,21 臺南市,否
國立成功大學,醫學資訊學系,D 日,M 碩士,25.0,0,21 臺南市,否
國立成功大學,口腔醫學研究所,D 日,M 碩士,25.0,12,21 臺南市,否
國立成功大學,體育(與)健康(與)(休閒)學系,D 日,M 碩士,31.0,9,21 臺南市,否
國立成功大學,交通管理科學系,D 日,D 博士,8.0,0,21 臺南市,否
國立成功大學,交通管理科學系,D 日,M 碩士,78.0,0,21 臺南市,否
國立成功大學,交通管理科學系,D 日,B 學士,237.0,20,21 臺南市,否
國立成功大學,交通管理科學系,N 職,M 碩士,57.0,0,21 臺南市,否
國立成功大學,民航研究所,D 日,M 碩士,21.0,0,21 臺南市,否
國立成功大學,老年學研究所,D 日,M 碩士,29.0,6,21 臺南市,否
國立成功大學,不分系,D 日,B 學士,13.0,0,21 臺南市,否
國立成功大學,通識及共同科目,D 日,,0.0,1,21 臺南市,否
國立成功大學,計算機中心,D 日,,0.0,4,21 臺南市,否
國立成功大學,軍訓教官,D 日,,0.0,10,21 臺南市,否
國立成功大學,校長,D 日,,0.0,1,21 臺南市,否
國立成功大學,其他(包括行政助教),D 日,,0.0,20,21 臺南市,否
國立中興大學,教師專業(發展)研究所,D 日,M 碩士,22.0,8,19 臺中市,否
國立中興大學,臺灣文學與跨國文化研究所,D 日,M 碩士,46.0,6,19 臺中市,否
國立中興大學,臺灣文學與跨國文化研究所,N 職,M 碩士,45.0,0,19 臺中市,否
國立中興大學,台灣與跨文化研究國際研究所,D 日,D 博士,4.0,0,19 臺中市,否
國立中興大學,(中)國(語)文學系,D 日,D 博士,34.0,0,19 臺中市,否
國立中興大學,(中)國(語)文學系,D 日,M 碩士,73.0,0,19 臺中市,否
國立中興大學,(中)國(語)文學系,D 日,B 學士,248.0,22,19 臺中市,否
國立中興大學,(中)國(語)文學系,N 職,M 碩士,47.0,0,19 臺中市,否
國立中興大學,(中)國(語)文學系,P 進,B 學士,182.0,0,19 臺中市,否
國立中興大學,外國語文學系,D 日,M 碩士,39.0,0,19 臺中市,否
國立中興大學,外國語文學系,D 日,B 學士,283.0,25,19 臺中市,否
國立中興大學,外國語文學系,P 進,B 學士,239.0,0,19 臺中市,否
國立中興大學,(歷)史學系,D 日,D 博士,24.0,0,19 臺中市,否
國立中興大學,(歷)史學系,D 日,M 碩士,46.0,0,19 臺中市,否
國立中興大學,(歷)史學系,D 日,B 學士,248.0,14,19 臺中市,否
國立中興大學,(歷)史學系,N 職,M 碩士,36.0,0,19 臺中市,否
國立中興大學,(歷)史學系,P 進,B 學士,7.0,0,19 臺中市,否
國立中興大學,文化創意產業(發展)學系,P 進,B 學士,185.0,0,19 臺中市,否
國立中興大學,應用經濟系,D 日,D 博士,19.0,0,19 臺中市,否
國立中興大學,應用經濟系,D 日,M 碩士,41.0,0,19 臺中市,否
國立中興大學,應用經濟系,D 日,B 學士,224.0,15,19 臺中市,否
國立中興大學,應用經濟系,N 職,M 碩士,33.0,0,19 臺中市,否
國立中興大學,國際政治研究所,D 日,D 博士,23.0,0,19 臺中市,否
國立中興大學,國際政治研究所,D 日,M 碩士,40.0,7,19 臺中市,否
國立中興大學,國際政治研究所,N 職,M 碩士,54.0,0,19 臺中市,否
國立中興大學,國家政策與公共事務研究所,D 日,M 碩士,24.0,7,19 臺中市,否
國立中興大學,國家政策與公共事務研究所,N 職,M 碩士,67.0,0,19 臺中市,否
國立中興大學,全球事務研究跨洲學位學程,D 日,M 碩士,15.0,0,19 臺中市,否
國立中興大學,(數位)圖書資訊學系,D 日,M 碩士,42.0,5,19 臺中市,否
國立中興大學,會計(與)(資訊)(科技)(系統)學系,D 日,M 碩士,41.0,0,19 臺中市,否
國立中興大學,會計(與)(資訊)(科技)(系統)學系,D 日,B 學士,166.0,9,19 臺中市,否
國立中興大學,會計(與)(資訊)(科技)(系統)學系,P 進,B 學士,1.0,0,19 臺中市,否
國立中興大學,企業管理學系,D 日,D 博士,32.0,0,19 臺中市,否
國立中興大學,企業管理學系,D 日,M 碩士,60.0,0,19 臺中市,否
國立中興大學,企業管理學系,D 日,B 學士,223.0,13,19 臺中市,否
國立中興大學,企業管理學系,P 進,B 學士,80.0,0,19 臺中市,否
國立中興大學,創新產業經營學位學程,P 進,B 學士,124.0,0,19 臺中市,否
國立中興大學,(計量)(數量)財務金融學系,D 日,D 博士,16.0,0,19 臺中市,否
國立中興大學,(計量)(數量)財務金融學系,D 日,M 碩士,66.0,0,19 臺中市,否
國立中興大學,(計量)(數量)財務金融學系,D 日,B 學士,243.0,13,19 臺中市,否
國立中興大學,行銷(管理)學系,D 日,M 碩士,47.0,0,19 臺中市,否
國立中興大學,行銷(管理)學系,D 日,B 學士,201.0,13,19 臺中市,否
國立中興大學,行銷(管理)學系,N 職,M 碩士,1.0,0,19 臺中市,否
國立中興大學,(商務)科技管理系,D 日,D 博士,35.0,0,19 臺中市,否
國立中興大學,(商務)科技管理系,D 日,M 碩士,73.0,8,19 臺中市,否
國立中興大學,高階(主管)(經營)(企業)管理碩士(EMBA),N 職,M 碩士,226.0,0,19 臺中市,否
國立中興大學,管理學院(不分系),D 日,,0.0,2,19 臺中市,否
國立中興大學,法律學系,D 日,M 碩士,61.0,0,19 臺中市,否
國立中興大學,法律學系,D 日,B 學士,181.0,13,19 臺中市,否
國立中興大學,法律學系,N 職,M 碩士,89.0,0,19 臺中市,否
國立中興大學,法(律)政(治)學系,D 日,,0.0,2,19 臺中市,否
國立中興大學,生命科學系,D 日,D 博士,57.0,0,19 臺中市,否
國立中興大學,生命科學系,D 日,M 碩士,134.0,0,19 臺中市,否
國立中興大學,生命科學系,D 日,B 學士,366.0,26,19 臺中市,否
國立中興大學,生命科學系,N 職,M 碩士,54.0,0,19 臺中市,否
國立中興大學,昆蟲學系,D 日,D 博士,16.0,0,19 臺中市,否
國立中興大學,昆蟲學系,D 日,M 碩士,48.0,0,19 臺中市,否
國立中興大學,昆蟲學系,D 日,B 學士,156.0,14,19 臺中市,否
國立中興大學,(自然)生物科技學系,D 日,D 博士,88.0,0,19 臺中市,否
國立中興大學,(自然)生物科技學系,D 日,M 碩士,56.0,9,19 臺中市,否
國立中興大學,(自然)生物科技學系,D 日,B 學士,133.0,3,19 臺中市,否
國立中興大學,分子生物(科技)學系,D 日,D 博士,16.0,0,19 臺中市,否
國立中興大學,分子生物(科技)學系,D 日,M 碩士,46.0,8,19 臺中市,否
國立中興大學,生物化學(暨分子生物)研究所,D 日,D 博士,5.0,0,19 臺中市,否
國立中興大學,生物化學(暨分子生物)研究所,D 日,M 碩士,36.0,8,19 臺中市,否
國立中興大學,生物醫學(科學)學系,D 日,D 博士,28.0,0,19 臺中市,否
國立中興大學,生物醫學(科學)學系,D 日,M 碩士,30.0,9,19 臺中市,否
國立中興大學,基因體暨生物資訊學研究所,D 日,M 碩士,20.0,7,19 臺中市,否
國立中興大學,微生物基因體學學位學程,D 日,D 博士,17.0,0,19 臺中市,否
國立中興大學,化學系,D 日,D 博士,35.0,0,19 臺中市,否
國立中興大學,化學系,D 日,M 碩士,146.0,0,19 臺中市,否
國立中興大學,化學系,D 日,B 學士,219.0,33,19 臺中市,否
國立中興大學,物理學系,D 日,D 博士,10.0,0,19 臺中市,否
國立中興大學,物理學系,D 日,M 碩士,42.0,0,19 臺中市,否
國立中興大學,物理學系,D 日,B 學士,237.0,19,19 臺中市,否
國立中興大學,物理學系,N 職,M 碩士,17.0,0,19 臺中市,否
